scorer,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST
bodyparts,Snout,Snout,LeftEar,LeftEar,RightEar,RightEar,TailBase,TailBase
coords,x,y,x,y,x,y,x,y
labeled-data\20180910_Trial1\img01093.png,618.677964625897,116.99435590926805,,,,,570.7768997023882,129.72396564494608
labeled-data\20180910_Trial1\img01094.png,617.5837099087257,122.33198997723457,,,,,578.2506213483719,141.22199894645928
labeled-data\20180910_Trial1\img16640.png,531.1086848121677,135.47298229570265,552.9549480850428,121.67534233388682,525.9345698264867,98.67927573086041,575.3761130229934,82.58202910874195
labeled-data\20180910_Trial1\img14745.png,512.7118315297466,115.92632568313024,536.2827997978486,93.50516074517952,506.96281487898995,91.78045574995252,571.3518013674638,103.85339071654136
labeled-data\20180910_Trial1\img09680.png,487.47986189967656,133.53160364614553,514.7008553089461,143.33116127348256,498.0960493292917,116.11016786421303,551.7214063455527,116.11016786421303
labeled-data\20180910_Trial1\img07900.png,208.01394903964683,113.62671902282761,187.89239076199874,95.80476740548215,185.73603720676033,130.03376759027378,143.78459764973178,113.79450066497242
labeled-data\20180910_Trial1\img11046.png,108.55596098155772,180.89021383667978,138.13643328572076,159.02338438846394,112.58027263708735,146.97101559721585,162.60103952789296,135.76989726719137
labeled-data\20180910_Trial1\img14740.png,519.6106515106544,121.10044066881119,538.0521758879423,99.41935182425546,514.4365365249735,94.65496407533084,573.0765063626909,84.30673410396889
labeled-data\20180910_Trial1\img14814.png,500.2619525838817,108.0328109882573,529.1437793975572,102.0276786804634,505.69516752902854,76.00543868002309,550.0187631341742,116.89753010928641
labeled-data\20180910_Trial1\img14722.png,489.71576492672017,94.08006241025515,523.5704084119787,107.7134501986155,521.9838133675528,75.18825178788258,574.8012113579177,102.12868572131441
labeled-data\20180910_Trial1\img09618.png,515.0809113877291,123.58773318585008,538.7347406628546,111.36215850432455,518.2701917394314,98.07349037223156,559.2788664008749,127.42435898464345
labeled-data\20180910_Trial1\img17880.png,488.15130522475295,88.89041646861338,469.5450009206801,70.86555917404283,461.4047427876482,97.03067460164525,393.9568896853842,84.2388403925952
labeled-data\20180910_Trial1\img07969.png,204.2521895560674,127.43745956049182,186.6648353381165,98.85800895632158,177.59635581948555,137.60514871774467,150.66571967324822,113.1477342584067
labeled-data\20180910_Trial1\img02518.png,217.43248995326178,156.45694809005323,239.1315104137938,164.17215536490903,245.38255726956476,141.7969006115349,313.3903804342811,144.401936723091
labeled-data\20180910_Trial1\img01113.png,600.9393347104331,161.59416590599383,605.1444666385651,129.73744225502014,579.1275324821472,139.97274794615805,,
labeled-data\20180910_Trial1\img08336.png,274.8034699647369,149.680650437915,260.68793004751205,134.16402459144592,246.00139951705933,160.00041842460632,225.26099899191667,106.72789904191967
labeled-data\20180910_Trial1\img09675.png,477.88799035176754,144.7827386973326,500.7873269978702,146.35118641281912,492.0153715870228,125.12475232434076,550.6553414247401,121.10044066881119
labeled-data\20180910_Trial1\img10973.png,126.95281426397884,184.33962382713372,154.2324875974228,150.73485438179006,117.75438762276826,141.22199894645928,175.8194557954099,118.8008340085085
labeled-data\20180910_Trial1\img07917.png,214.4592698624355,121.90409437893352,189.21080041145882,97.18717165324057,177.78254581785885,132.26925552196604,145.23108649253845,115.91732157021761
labeled-data\20180910_Trial1\img08369.png,278.989042311879,158.4130216910632,258.3058191027378,136.65997659179402,247.25099290474856,168.39802599892445,235.12634481663133,107.41817826162891
labeled-data\20180910_Trial1\img08044.png,211.22911978463705,118.63914696482853,190.19199742230143,99.2541773959361,185.58703661936804,134.57882028377952,147.6492742067026,114.77652235297893
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial1\img00357.png,89.08022245938574,90.44238377801491,,,,,175.06622981145497,129.13608708644608
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial1\img04804.png,,,,,,,135.49891236714774,125.04716260480724
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial1\img04896.png,,,,,,,134.74795314887228,178.7170424651456
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial1\img05751.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial1\img12210.png,596.5813851093725,117.38649457965168,,,,,536.6926909609182,108.8916443458284
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial1\img13243.png,,,,,,,478.83907442414045,136.8928825831746
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial1\img13304.png,,,165.73342687625384,133.1261698213815,139.60241272931688,133.84208801718796,183.6648305466619,75.9322450373532
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial1\img13357.png,,,,,,,176.72580628107843,92.79474042372905
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial1\img17181.png,,,,,,,570.0644510850232,103.87769742677574
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial1\img17231.png,607.1459167556029,151.70741401636423,,,,,550.180186884857,97.4287468753705
