scorer,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST
bodyparts,Snout,Snout,LeftEar,LeftEar,RightEar,RightEar,TailBase,TailBase
coords,x,y,x,y,x,y,x,y
labeled-data\20180919_Trial8\img10190.png,142.47515922102164,180.89021383667978,171.22024247480462,172.84159052562052,153.97319252253484,144.09650727183754,193.06650574767968,111.90201402760061
labeled-data\20180919_Trial8\img10708.png,473.98847006652943,157.5887531799748,458.1362664618656,126.90706878385126,441.7727014505997,153.49786192715834,431.0341119119565,115.1457564320039
labeled-data\20180919_Trial8\img10709.png,469.5233499462831,156.81758873441973,457.0742822937771,135.73039250670558,437.76552430213525,155.801338313807,426.8408322805484,114.89725888414462
labeled-data\20180919_Trial8\img11057.png,186.1676857667718,182.0400171668311,178.8419996670716,145.31306960211361,157.5263031392384,163.39911514088118,157.20333804033186,113.01655971145726
labeled-data\20180919_Trial8\img11077.png,161.44691416851842,187.78903381758772,178.4491841071937,152.29632453481307,139.28966586477287,151.96999521612622,160.5010715794175,120.64238062218958
labeled-data\20180919_Trial8\img11096.png,183.43919373958067,165.23398587214922,167.59787205245163,132.6461241157695,156.7352514669917,152.560928522446,153.97319252253484,111.32711236252493
labeled-data\20180919_Trial8\img11333.png,127.5277159290545,179.16550884145278,151.58092863307508,141.51099010430443,119.3012398413201,142.46979274168325,148.22417587177824,99.82907906101178
labeled-data\20180919_Trial8\img14832.png,140.175552560719,164.79296721456132,143.52287983894348,121.02613830566406,126.09059381484985,137.10748529434204,113.73007596723866,86.60634076427158
labeled-data\20180919_Trial8\img14650.png,85.55989437853134,124.54985065926513,118.02875190197037,128.2216944130525,105.68969646846642,103.0071028750227,103.5437737843788,80.47491469210249
labeled-data\20180919_Trial8\img14822.png,139.0257492305677,176.86590218115015,151.14305104480712,135.38829139527633,126.47659161581832,143.92668119761862,113.19465192328589,83.20924260318463
labeled-data\20180919_Trial8\img14412.png,97.43356301701542,133.29772991296153,125.75356512738475,109.1560887696959,102.54044864347546,98.01379285741946,90.46962807184264,44.159362614749966
labeled-data\20180919_Trial8\img14387.png,85.447315437349,115.61808800638094,113.6100452976154,100.42503637123723,103.23430271751725,87.45535814611455,,
labeled-data\20180919_Trial8\img14581.png,93.78619693549658,145.35868024055168,121.9110742986098,132.7764982623168,104.14799385874883,116.12361034994713,,
labeled-data\20180919_Trial8\img14454.png,140.175552560719,160.19375389395606,129.25242092428147,127.42435898464345,159.72220917329145,129.72396564494608,127.5277159290545,69.35929081200175
labeled-data\20180919_Trial8\img07733.png,612.7447212529114,141.7969006115349,592.6231629752633,127.99926064971908,590.7861704420436,167.01769878809566,,
labeled-data\20180919_Trial8\img11097.png,193.3115743963018,157.36571369797997,165.6980584397906,130.9027609063234,159.94524261551743,158.89979791778615,152.24848752730787,109.0275057022223
labeled-data\20180919_Trial8\img14606.png,92.45871435943926,146.97101559721585,121.73591460783804,129.24540973597738,102.1292417283854,121.31930793364545,130.40222425443278,109.60240736729799
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial8\img00189.png,,,,,,,179.75591355593767,77.46701352028994
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial8\img00202.png,103.60139335479411,97.59758305035726,,,,,175.41517564581653,75.5236745592643
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial8\img00213.png,,,,,,,176.7803651979342,76.05332084653486
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial8\img00423.png,,,143.69475244787142,120.91288287517702,122.93072424086527,134.75556834651445,131.53581358946994,71.09553212379933
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial8\img00578.png,,,,,,,157.86902834104114,93.66685905371747
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial8\img00585.png,,,119.17532503260998,78.08189522115492,,,153.28324430954703,90.16258612407734
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial8\img00617.png,95.87546499773214,89.70693868983906,,,,,183.6648305466619,83.45602068065926
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial8\img00803.png,103.59036120004743,107.1021727024783,,,,,153.56972797343767,101.72804724297396
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial8\img00910.png,,,,,,,148.19560251393335,128.5986745404956
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial8\img01469.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial8\img01651.png,,,184.90347223724842,121.82923713986406,172.20928094444076,143.75556755471365,128.06811576717783,101.92243715796116
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial8\img01694.png,335.912417839098,74.57331491422492,,,,,249.68167395613693,96.0508607884197
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial8\img01718.png,441.0854400569192,91.51720886991575,,,,,346.44683353000437,85.85553387401666
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial8\img01869.png,604.4588540258508,119.46266125933829,,,,,521.4615847718661,83.86389219466787
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial8\img01919.png,606.071091663702,90.97979632396533,,,,,529.1543394927311,84.36936249694584
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial8\img02018.png,,,576.4831829336435,152.19841288171608,554.3348861795037,149.42987578744862,574.4067801129429,77.44791133649403
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial8\img02071.png,598.547316020396,158.15636456776946,,,,,556.6291374362622,87.2179085023123
