scorer,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST
bodyparts,Snout,Snout,LeftEar,LeftEar,RightEar,RightEar,TailBase,TailBase
coords,x,y,x,y,x,y,x,y
labeled-data\20180919_Trial4\img07747.png,595.4976713006415,122.82514566403813,592.0482613101876,97.5294724007091,565.228804015022,111.72971388257258,527.0843731566381,74.53340579768269
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img00059.png,97.0477666273595,203.26560055832329,,,,,157.3723320418101,142.94103514387268
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img00085.png,,,,,,,158.01408273770855,144.86628723156787
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img00196.png,319.35508037303396,109.2772419211899,,,,,252.49620325539678,180.53472937551373
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img00219.png,,,364.5010081866993,127.24415896842113,363.27219337300164,159.80775153141042,283.15546843789866,149.35854210285675
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img00672.png,,,464.32834803923123,179.9194672861251,442.7395803940964,164.66340481689645,513.2628880348703,135.302680819513
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img00800.png,,,,,139.6931313186064,124.0789350299138,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img00935.png,,,167.07742863337782,107.40573374999342,167.07742863337782,136.95081126884094,118.17523136080263,85.33182525890044
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img00986.png,,,251.74752536488688,166.88038218520623,241.6498732001535,191.00255124540257,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img01038.png,,,,,409.81761487336064,99.4262761721466,339.5144688722874,132.36056236214864
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img01195.png,609.7187592104171,206.93500749705797,,,,,551.1008079294546,148.31705621609547
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img01767.png,602.1026818462474,182.07033599240793,,,,,531.0735879515339,205.95291064823653
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img02137.png,104.88261798624637,130.81115630800844,,,,,196.80063693377195,124.47198258748944
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img02330.png,140.0885776375173,207.2634284441377,161.0466621829067,177.92211008059257,134.84905650116997,179.66861712604168,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img02615.png,147.9173148743768,208.83272324137522,,,135.0125683718917,180.985638683381,138.1198111648578,120.47976078742829
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img03635.png,312.27253187991244,141.14320852873254,,,,,415.81086528015055,129.97435040684098
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img03896.png,164.41404420033558,210.94855831003534,158.73789630262596,176.13485120408296,141.32856464434983,202.6238498624249,121.4342930714991,127.53901844231086
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img03970.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img04587.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img04647.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img04845.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img05148.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img05218.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img05447.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img05472.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img05935.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img06379.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img06601.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img07357.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img07761.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img08188.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img08573.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img08611.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img09067.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img09082.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img09088.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img09778.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img09951.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img10168.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img10326.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img11031.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img11131.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img11203.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img11266.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img11478.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img11805.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img11949.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img12413.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img12542.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img13193.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img13306.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img13656.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img13992.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img14668.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img14849.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img15515.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img16234.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial4\img17651.png,,,,,,,,
