scorer,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000,DeepCut_resnet101_LinearChamber2Jan7shuffle1_100000
bodyparts,L1,L1,L1,L2,L2,L2,L3,L3,L3,L4,L4,L4,R1,R1,R1,R2,R2,R2,R3,R3,R3,R4,R4,R4,Tether,Tether,Tether,Nose,Nose,Nose,LeftEar,LeftEar,LeftEar,RightEar,RightEar,RightEar,TailBase,TailBase,TailBase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\20171229(coh1)_Trial5\img00929.png,67.52899858355522,195.53995591402054,0.8962514400482178,66.76435387134552,39.01387095451355,0.9989351630210876,122.2194195985794,189.7084288597107,0.9786354899406433,123.6934122145176,64.91928052902222,0.9969896078109741,609.3586711883545,62.30234932899475,0.025406936183571815,611.1981506347656,50.65442943572998,0.01608930341899395,603.8418367952108,185.59035801887512,0.972189724445343,601.8157932758331,57.60547876358032,0.9961990714073181,266.6522316932678,163.1888291835785,0.9994781613349915,275.08823120594025,127.14913702011108,0.042255789041519165,300.22672717273235,131.50461769104004,0.9870482087135315,284.04356882348657,108.58919322490692,0.996756374835968,360.1069598197937,95.67150688171387,0.9997623562812805
labeled-data\20171229(coh1)_Trial5\img09357.png,67.98375486955047,193.7224531173706,0.908645510673523,66.52005696296692,39.27979779243469,0.9991424083709717,122.07746481895447,189.41755151748657,0.9702433943748474,123.12048697471619,66.03142833709717,0.9976309537887573,129.7504825592041,183.22439002990723,0.009726321324706078,611.1337871551514,49.751224517822266,0.009243614040315151,606.4866907596588,184.23547315597534,0.8292357921600342,601.4063637256622,58.61074209213257,0.9970268607139587,529.2013626098633,137.5237753391266,0.17127341032028198,551.0435509681702,109.85734903812408,0.09184187650680542,542.5516815185547,135.76827716827393,0.054745834320783615,546.2633709907532,126.52358269691467,0.3388284146785736,508.7199407815933,180.4460250735283,0.99946528673172
labeled-data\20171229(coh1)_Trial5\img07197.png,68.25365796685219,195.61540305614471,0.9245157241821289,66.19231104850769,38.516826152801514,0.9987008571624756,121.24815559387207,190.3808102607727,0.9781551957130432,123.70405152440071,67.63702046871185,0.997568666934967,611.1042313575745,62.40371918678284,0.01019921526312828,611.2872309684753,50.37109661102295,0.007598099298775196,605.1873420476913,184.63896942138672,0.9450522661209106,602.6039546728134,57.10861015319824,0.9975221753120422,530.1184093952179,86.46360278129578,0.9978686571121216,425.3111162185669,105.78560209274292,0.04020383954048157,486.652578830719,67.71927598118782,0.6695671677589417,484.16207680106163,97.3326678276062,0.9969111084938049,419.5415508747101,106.93388628959656,0.9999183416366577
labeled-data\20171229(coh1)_Trial5\img04726.png,67.37991052865982,194.48252761363983,0.9128053188323975,66.79101157188416,39.31573152542114,0.9990035891532898,121.61308073997498,188.34210777282715,0.9691015481948853,124.4620246887207,66.07917273044586,0.9965140223503113,610.660174369812,62.80965304374695,0.012913541868329048,611.7686696052551,49.482834815979004,0.007992783561348915,602.000438451767,185.50880885124207,0.9678489565849304,602.7538632154465,57.51060199737549,0.9971332550048828,331.0154628753662,134.26443719863892,0.9956762194633484,303.628324508667,125.21701312065125,0.03696763888001442,286.61437344551086,118.09752869606018,0.9663628339767456,287.2190191745758,146.76106750965118,0.9958512783050537,225.79908537864685,130.63049817085266,0.9997501969337463
labeled-data\20171229(coh1)_Trial5\img09910.png,67.79136821627617,193.72982096672058,0.9076265692710876,66.62832164764404,39.26891589164734,0.9991605281829834,122.71459436416626,191.05664110183716,0.9651389122009277,123.20042419433594,65.35912466049194,0.997350811958313,610.4494009017944,61.936537861824036,0.014365716837346554,611.0707983970642,50.47948360443115,0.010927866213023663,603.2716035246849,185.28698301315308,0.973610520362854,602.0940940380096,57.36880302429199,0.9970520734786987,226.24670040607452,161.49984002113342,0.9968879818916321,242.4295163154602,137.76030802726746,0.09801268577575684,265.78556990623474,159.56348204612732,0.9915481209754944,267.6343230009079,129.56652665138245,0.9962045550346375,333.5431432723999,163.84253515303135,0.9998338222503662
labeled-data\20171229(coh1)_Trial5\img11077.png,67.33380788564682,196.0828450396657,0.9137829542160034,66.8592358827591,40.10751533508301,0.9991289973258972,121.27181267738342,189.8042712211609,0.9746336936950684,124.17639404535294,66.46648228168488,0.9970965385437012,610.1311845779419,63.02324390411377,0.011734859086573124,611.5920844078064,49.275482177734375,0.008528199978172779,603.5518966913223,185.3780174255371,0.9755308032035828,601.8696157932281,57.004260540008545,0.9959057569503784,450.11385679244995,145.39906096458435,0.997677743434906,418.8760290145874,124.08542394638062,0.09730793535709381,402.37995731830597,114.00861179828644,0.9973522424697876,402.24143052101135,144.5037968158722,0.977081835269928,353.42342352867126,146.02044904232025,0.9997803568840027
labeled-data\20171229(coh1)_Trial5\img00932.png,67.1413539648056,195.19184744358063,0.8786919713020325,66.6911244392395,40.308401107788086,0.9989089965820312,120.93647766113281,189.31832671165466,0.9716016054153442,123.99055688641965,67.35229325294495,0.9973267316818237,609.6279516220093,63.09138751029968,0.01255093514919281,611.4146747589111,50.343260765075684,0.008618260733783245,603.8066672980785,185.43283987045288,0.9751344919204712,602.1379345655441,56.99939441680908,0.9958658218383789,268.1075200289488,169.50092577934265,0.9979928731918335,268.3545396924019,142.21332669258118,0.022758854553103447,297.6921648979187,137.36337804794312,0.9770525693893433,274.6819911003113,122.71158027648926,0.9987469911575317,353.66663336753845,94.25591659545898,0.9997912049293518
labeled-data\20171229(coh1)_Trial5\img07028.png,66.58259987831116,194.83428478240967,0.9177784323692322,65.80784225463867,40.028804302215576,0.9991751313209534,121.35294795036316,188.85357522964478,0.9777120351791382,124.9222012758255,66.90366888046265,0.9962640404701233,610.6781520843506,61.79889225959778,0.017160246148705482,611.5264735221863,49.90656661987305,0.009762514382600784,603.1612417697906,185.11273622512817,0.9803323745727539,602.5141358375549,58.92961645126343,0.9959869980812073,438.46775484085083,152.72193217277527,0.9976032376289368,426.56226205825806,155.97599124908447,0.03092137910425663,404.1930455714464,117.40282452106476,0.9952402114868164,389.88700103759766,141.1435662508011,0.9803165793418884,333.7470282316208,115.5024246275425,0.9996979236602783
