scorer,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST
bodyparts,Snout,Snout,LeftEar,LeftEar,RightEar,RightEar,TailBase,TailBase
coords,x,y,x,y,x,y,x,y
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial12\img00642.png,600.1595536582472,121.61231144314002,,,,,510.14590999310326,112.50818525204144
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial12\img02124.png,96.34332288136477,87.27759317385112,,,,,171.30434198980194,96.35392178346967
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial12\img02795.png,517.8228238741997,108.12710584521002,,,541.1904412878475,107.57727955312419,551.9120539835212,171.63204258112364
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial12\img02925.png,117.6052384691211,109.56808018740345,,,,,196.78365385607788,74.00724801361234
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial12\img03905.png,96.42378353829648,116.10420470801702,,,,,187.51635994501802,119.04267491468546
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial12\img06063.png,101.52255836131908,158.89819502730802,,,,,165.59025847854406,124.00686538600236
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial12\img12145.png,103.26147133539277,167.9488274044314,,,,,124.3877380407143,75.40982817407944
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial12\img12364.png,103.03392087300462,168.96441478281542,,,,,124.05345659221537,72.96474418462913
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial12\img13909.png,104.1152674759221,164.01745298221468,,,,,130.8562309051319,76.59507254056734
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial12\img15835.png,108.68437571151232,172.03904340815942,,,,,125.34087808940664,76.76384980660384
