scorer,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST
bodyparts,Snout,Snout,LeftEar,LeftEar,RightEar,RightEar,TailBase,TailBase
coords,x,y,x,y,x,y,x,y
labeled-data\20180906_Trial6\img11003.png,170.64534080972896,179.74041050652846,197.87453150749207,173.2294327020645,189.61709575722574,149.27062225751848,276.8602157831192,166.68163871765137
labeled-data\20180906_Trial6\img11162.png,159.32864177218752,170.14056704046263,181.83250272274017,166.10579347610474,173.34356466461713,137.87980113713405,245.5378156900406,167.36328411102295
labeled-data\20180906_Trial6\img07168.png,144.47630083248583,142.57335408436848,169.54646663510783,143.66336129317813,163.33073395490646,115.40465188026428,186.1676857667718,179.74041050652846
labeled-data\20180906_Trial6\img05594.png,183.29317744139348,117.65103067835719,191.53589606285095,150.0504071712494,204.79615533351898,122.47250258922577,258.7994476556778,167.42755031585693
labeled-data\20180906_Trial6\img08459.png,183.86807910646917,176.29100051607452,212.87270951271057,165.51914477348328,194.5615683325932,135.260586656953,272.53745460510254,158.4361867904663
labeled-data\20180906_Trial6\img11109.png,155.69817284142079,160.07175888321686,,,176.96925912556122,137.19768729092965,245.7011423110962,162.56771326065063
labeled-data\20180906_Trial6\img11145.png,167.60896062850952,168.34158182144165,194.8939082622528,163.22887325286865,185.26403141021729,133.84375274181366,247.36332845687866,166.76504611968994
labeled-data\20180906_Trial6\img11236.png,156.7701960806273,177.50298874746832,180.68467980623245,166.68213844299316,171.80655434479525,138.70918442591505,243.66578996181488,166.70491313934326
labeled-data\20180906_Trial6\img05535.png,170.4962645992182,180.30607885007956,197.03898537158966,173.25666093826294,189.41096630531632,145.46320728621455,275.3496470451355,163.43142175674438
labeled-data\20180906_Trial6\img11121.png,154.8530978165532,160.33018423068594,177.06542843851716,173.06960914622408,171.8389977039374,130.27820750685237,242.90754079818726,165.14501762390137
labeled-data\20180906_Trial6\img04116.png,87.90116119384766,109.78417694568634,109.63636772395006,132.81812469578296,115.9660440299242,91.04226107635364,164.49356237572596,119.31481524303813
labeled-data\20180906_Trial6\img09959.png,380.48668279954086,159.2477999170901,373.704415722503,128.72759807041987,354.81095743646904,155.37221873021136,311.0628879070282,85.82262849807739
labeled-data\20180906_Trial6\img07142.png,208.58885070472252,97.5294724007091,186.01650850266182,105.07575330817218,214.4408014262197,125.09286100081857,174.09475080018294,183.7647221620581
labeled-data\20180906_Trial6\img05131.png,533.1974362194308,110.59088146073461,542.6172516042055,133.6694291534328,561.7510702610016,112.90633773803711,563.3628388643265,178.30304539203644
labeled-data\20180906_Trial6\img04110.png,85.55989437853134,113.62671902282761,107.98105931648206,134.32317896555134,114.87987929738998,98.10437406578478,,
labeled-data\20180906_Trial6\img07143.png,204.5645390491929,97.5294724007091,184.15749706331815,104.59266146729752,213.4262091517255,117.27577003894069,176.39435746048557,183.1898204969824
labeled-data\20180906_Trial6\img07030.png,236.08410740516666,160.6752298694142,221.81158900146272,137.77258895600528,219.51198234116004,168.81727887009095,180.41866911601517,187.78903381758772
labeled-data\20180906_Trial6\img07010.png,233.27074324280198,164.34660560270578,212.61316236025215,136.62278562585396,212.61316236025215,173.4164921906962,190.19199742230143,185.48942715728504
labeled-data\20180906_Trial6\img07027.png,243.03189247413863,165.18255231646057,223.53629399668966,138.34749062108096,217.7872773459331,172.84159052562052,195.941014073058,183.7647221620581
labeled-data\20180906_Trial6\img07028.png,246.50121577422237,161.63854077760573,214.91276902055478,138.9223922861566,217.2123756808574,172.2666888605449,192.49160408260406,186.6392304874364
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial6\img00133.png,,,366.3243556633026,144.25137830402133,370.1497096050746,108.86685434263029,444.26594222690716,123.21193162427531
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial6\img00783.png,,,177.0836153232624,112.35045885669368,148.2224952206753,128.73109459059447,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial6\img02118.png,,,552.2957551128618,138.44970242651303,532.1138959210053,121.63148643329934,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial6\img02576.png,585.8292596174108,128.7798004319912,,,,,552.5291919508477,212.87088039805968
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial6\img07809.png,553.4046621605596,182.3399291355389,,,,,532.2715861015756,80.18265675370435
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial6\img10336.png,511.9127319882764,164.27204133509608,,,,,427.65012640815837,173.741328400332
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial6\img11230.png,,,,,,,245.91952383717376,167.9532285858558
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial6\img11764.png,,,386.8067729159255,132.89797490809912,378.745584726669,104.95252251867657,443.2350902407209,99.04098451322182
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial6\img16122.png,476.01725554369733,143.10881328115732,490.0677704847861,108.49693834232247,463.1406980454971,107.00098987347307,531.9081603225422,71.09553212379933
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial6\img17167.png,,,254.15028573951417,99.9417586438197,231.06993793440935,98.78774125356446,304.04524083955886,71.63294466974975
