scorer,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000
bodyparts,Snout,Snout,Snout,LeftEar,LeftEar,LeftEar,RightEar,RightEar,RightEar,TailBase,TailBase,TailBase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\20180906_Trial9\img08868.png,167.16644382476807,143.18074083328247,0.00048650853568688035,164.21545314788818,114.39087677001953,1.0,148.4173698425293,136.97898244857788,1.0,5.193024754524231,-0.029242515563964844,1.0155121117350063e-06
labeled-data\20180906_Trial9\img08682.png,166.57141399383545,143.65814471244812,0.0006812268984504044,165.18371486663818,113.47420597076416,1.0,148.11061573028564,136.8969168663025,1.0,170.46591460704803,89.92121577262878,1.716237534310494e-06
labeled-data\20180906_Trial9\img09766.png,164.56355476379395,147.16961401700974,0.07474850863218307,162.9315218925476,114.99158811569214,1.0,145.3272190093994,133.25966453552246,1.0,5.944463133811951,0.05922293663024902,1.7308054793829797e-06
labeled-data\20180906_Trial9\img09144.png,175.9565725326538,133.7515230178833,0.00013836527068633586,163.4927477836609,113.97407674789429,1.0,149.65588986873627,135.7294454574585,1.0,137.77518248558044,121.32512307167053,1.8520706817071186e-06
labeled-data\20180906_Trial9\img08896.png,166.85028171539307,143.44786739349365,0.00032381658093072474,164.46642780303955,114.95582389831543,1.0,148.5712013244629,137.21309280395508,1.0,5.6638689041137695,-0.3637866973876953,1.0618215355862048e-06
labeled-data\20180906_Trial9\img08502.png,158.08047437667847,154.20927333831787,1.0,166.4533712863922,116.65778732299805,1.0,141.89444613456726,134.4879608154297,1.0,121.6919777393341,121.27660369873047,1.879192382148176e-06
labeled-data\20180906_Trial9\img02459.png,578.5529019832611,131.68990802764893,1.4323494497148204e-06,533.5765559673309,165.6708174943924,0.016285914927721024,527.9734423160553,131.81143954396248,5.16023965246859e-06,580.5803775787354,131.55349683761597,1.0
labeled-data\20180906_Trial9\img08723.png,168.5808973312378,145.87643098831177,0.9913358688354492,164.66322803497314,113.32867240905762,1.0,146.94429206848145,133.64854049682617,1.0,5.317583680152893,0.15293622016906738,1.5587081634294009e-06
labeled-data\20180906_Trial9\img08741.png,173.16824913024902,148.98680305480957,0.005707858130335808,164.549467086792,115.05366659164429,1.0,148.09620189666748,137.32452487945557,1.0,5.451084613800049,-0.45343732833862305,1.4571511428584927e-06
labeled-data\20180906_Trial9\img08678.png,166.62267684936523,143.67124366760254,0.0003989222750533372,165.22877597808838,113.74651908874512,1.0,148.22479915618896,137.12885570526123,1.0,162.33009803295135,108.869404733181,1.576883164489118e-06
