scorer,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST
bodyparts,L1,L1,L2,L2,L3,L3,L4,L4,R1,R1,R2,R2,R3,R3,R4,R4,Tether,Tether,Nose,Nose,LeftEar,LeftEar,RightEar,RightEar,TailBase,TailBase
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\20180906_Trial2\img01410.png,56.2148323059082,185.24353432655334,58.84144687652588,29.654313564300537,103.62819266319275,178.73685467243195,108.94025755594602,60.735765835866914,,,,,589.3433382511139,182.24847865104675,588.0856843218207,52.82023239135742,143.10905075073242,161.60410141944885,149.1833741112422,169.96708220024232,172.99325227737427,158.08924794197083,148.0242896080017,132.40458810329437,223.92059057107798,134.3231789655514
labeled-data\20180906_Trial2\img09414.png,61.37792456150055,186.25468814373016,60.74301493167877,30.75062656402588,107.21555256071902,178.01570551130158,106.0657492305677,54.986749185110284,,,,,590.707852889349,184.33962382713383,592.432557884576,52.11224085973197,491.2498648312598,140.07219561630797,505.0475047930757,115.92632568313024,519.4200464199672,148.6957205924429,527.4686697310265,110.17730903237367,552.1894413292798,173.41649219069626
labeled-data\20180906_Trial2\img07011.png,58.923812694363605,189.51373881281472,61.454373478889465,31.60125708580017,101.46653590996242,180.89021383667983,103.58196902275085,48.69397449493408,,,,,593.0810208320618,182.68436193466187,587.258442898895,54.986749185110284,514.820833099362,171.69178719546932,521.7196530802698,173.99139385577195,540.2054600715637,152.88070821762085,516.6610495448112,139.32289803028107,571.7360979418522,110.75221069744936
labeled-data\20180906_Trial2\img09888.png,61.538978576660156,184.57115149497986,60.64851768959058,34.86519090746219,100.3167325798111,180.3153121716042,108.36535589087033,59.01106084063997,,,,,590.707852889349,184.91452549220946,591.9285106658936,52.352067202329636,574.6106062672305,163.64316388441006,576.9102129275332,182.04001716683115,592.432557884576,153.29493391304817,560.2380646403391,160.1937538939561,560.8129663054148,94.08006241025521
labeled-data\20180906_Trial2\img08794.png,61.223419354666234,188.3639354826634,61.79832101974189,31.415780917008306,100.89163424488676,182.04001716683115,108.36535589087033,52.11224085973197,,,,,591.2827545544246,186.06432882236078,591.8576562195003,53.836945854959026,239.44293552812076,138.92239228615665,249.79116549948264,114.77652235297893,260.13939547084453,147.5459172622916,275.0868387628117,111.32711236252499,323.3785786291671,158.4690488987291
labeled-data\20180906_Trial2\img10279.png,57.4974946975708,185.1826469898224,59.89366213977337,28.619430422782898,102.61633924011376,181.46511550175552,104.91594590041639,50.96243752958071,,,,,590.1329512242734,186.06432882236078,589.5580495591977,57.28635584541291,383.7432534621114,145.8212122670646,385.4679584573384,133.17337563540008,411.9134350508187,169.39218053516663,428.5855833380129,134.3231789655514,477.452224869444,162.49336055425874
labeled-data\20180906_Trial2\img14101.png,61.223419354666234,188.3639354826634,59.14866065979004,29.94654357433319,100.89163424488676,179.74041050652852,103.76614257026507,56.136552515261656,,,,,590.4271171092987,183.8468508720398,588.4082462290464,52.687142524807655,490.10006150110854,153.29493391304817,493.54947149156243,165.367868879637,,,508.4969147835296,142.37180227661065,571.7360979418522,146.9710155972159
labeled-data\20180906_Trial2\img05038.png,59.05504709482193,186.23199439048767,60.64851768959058,31.990682582083878,101.46653590996242,179.1655088414529,106.0657492305677,56.136552515261656,,,,,592.432557884576,184.33962382713383,591.7780983448029,52.102981217205524,489.52515983603286,145.2463106019889,496.99888148201643,150.42042558766985,521.7196530802698,158.4690488987291,513.6710297692106,119.95063733865987,572.8859012720036,144.0965072718376
labeled-data\20180906_Trial2\img01370.png,58.44770734021108,187.71405459504325,60.59735752401281,31.32700372346727,104.12777374599787,184.48957931934063,110.03931175145263,53.360918107435054,649.6015078856872,190.93852987074587,652.8259831613898,32.93924136131858,592.0983654689908,182.3399291355389,591.0235403770898,56.0479808371872,163.7805663464959,157.08153947586857,168.6172792600498,160.30601475157118,184.73965563856277,166.21755275702594,174.52881726550456,127.52384944859477,255.14069915806948,156.00671438396768
labeled-data\20180906_Trial2\img09701.png,58.923812694363605,186.06432882236078,60.03993019834161,29.398601531982422,101.46653590996242,178.5906071763772,103.0050721168518,50.7873420715332,,,,,594.1572628798029,184.33962382713383,593.930816411972,50.90492916107178,511.3714231089079,139.49729395123234,520.5698497501185,131.44867064017308,547.0153263435989,127.99926064971913,522.2945547453455,96.95457073563347,580.9345245830629,88.33104575949858
labeled-data\20180906_Trial2\img05757.png,60.07361602451492,188.3639354826634,60.07361602451492,31.990682582083878,98.59202758458413,176.8659021811502,102.0414375750381,52.11224085973197,,,,,593.5823612147274,184.33962382713383,590.6113958358765,53.58344078063965,211.27275393941346,156.7443439035021,217.02177059017004,163.64316388441006,247.49155883918002,164.79296721456137,234.8437222075155,130.29886731002176,315.90485698318355,148.6957205924429
labeled-data\20180906_Trial2\img01902.png,60.14037726819515,185.87791752815247,59.49871435943926,33.14048591223525,106.52921319007874,177.41955876350403,109.29929876327515,60.565595507621765,,,,,593.5919237136841,185.6717472076416,590.1329512242734,50.96243752958071,484.3510448503519,159.61885222888043,496.99888148201643,159.04395056380474,515.9706364295132,152.72003224797248,497.5737831470921,123.40004732911387,534.3674897119344,80.857324113515
labeled-data\20180906_Trial2\img01904.png,60.1031643897295,185.97193026542664,57.77400936421229,31.990682582083878,105.49084756549205,178.01570551130158,108.36535589087033,57.28635584541291,,,,,589.5580495591977,186.63923048743646,588.983147894122,54.986749185110284,486.07574984557886,165.367868879637,488.3753565058815,165.9427705447127,511.3714231089079,158.4690488987291,491.2498648312598,127.42435898464345,545.8655230134475,84.88163576904458
labeled-data\20180906_Trial2\img16636.png,57.19910769913663,188.3639354826634,61.79832101974189,33.715387577310935,99.74183091473544,181.46511550175552,109.51515922102168,52.687142524807655,,,,,592.2706732749939,183.80434894561768,595.3070662099543,57.28635584541291,396.9659917588516,160.1937538939561,420.53696002695364,121.67534233388687,425.7110750126346,152.72003224797248,443.53302662998004,121.10044066881119,460.7800765822498,179.74041050652852
labeled-data\20180906_Trial2\img05718.png,58.923812694363605,188.3639354826634,59.94675922766328,31.143036127090454,102.0414375750381,178.5906071763772,106.64065089564336,55.56165085018597,,,,,591.8576562195003,184.33962382713383,590.1524124145508,53.56509578227997,300.9574136912164,145.2463106019889,313.6052503228809,139.49729395123234,337.17621859098296,162.49336055425874,348.67425189249616,125.12475232434082,402.1401067445325,164.2180655494857
