scorer,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000
bodyparts,Snout,Snout,Snout,LeftEar,LeftEar,LeftEar,RightEar,RightEar,RightEar,TailBase,TailBase,TailBase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\20180910_Trial14\img11093.png,507.53845089673996,171.85576973855495,9.644044212109293e-07,7.195292234420776,-0.3966789245605469,1.8491462014935678e-06,2.1889759302139282,6.186105728149414,2.262754833282088e-06,508.71917110681534,138.40023934841156,0.007561093661934137
labeled-data\20180910_Trial14\img11094.png,575.9245798587799,1.5025196075439453,8.646061360195745e-07,7.167983293533325,-0.4101386070251465,1.8049281607090961e-06,2.205527186393738,6.167220592498779,2.2310675831249682e-06,508.2529827058315,138.2826269865036,0.009386921301484108
labeled-data\20180910_Trial14\img03020.png,1.4187805652618408,1.1176395416259766,1.7496117834525649e-06,534.6062300205231,114.18732571601868,0.9697080850601196,540.9629504680634,116.07461204379797,0.99672532081604,567.0728342533112,99.2839167714119,0.0008985247113741934
labeled-data\20180910_Trial14\img11088.png,534.0612497329712,142.80294942855835,1.7904960714076879e-06,519.7073965072632,141.73541271686554,0.00016355139086954296,539.9708756096661,166.65417194366455,5.1819213695125654e-05,514.0276011228561,142.65648484230042,0.5799891948699951
labeled-data\20180910_Trial14\img14409.png,605.0591156482697,140.78360050916672,1.9522960883477936e-06,6.5155603885650635,-0.27960920333862305,3.438295834712335e-06,2.306540846824646,5.819563269615173,3.7728370898548746e-06,11.18339490890503,-4.8810014724731445,8.15400380815845e-06
labeled-data\20180910_Trial14\img16873.png,1.8233911991119385,0.6686735153198242,1.269076278731518e-06,5.911401271820068,-0.6030688285827637,3.0665512440464227e-06,2.2272276878356934,5.794463157653809,4.251661266607698e-06,174.55773854255676,170.10955500602722,0.002982356585562229
labeled-data\20180910_Trial14\img11096.png,506.9065673351288,171.72711983323097,1.9561184672056697e-06,7.15617299079895,-0.4441661834716797,1.891670876830176e-06,2.167181372642517,6.192324638366699,2.4104085696308175e-06,508.89746057987213,139.48317831754684,0.0005366560653783381
labeled-data\20180910_Trial14\img14427.png,575.1498980522156,0.7797656059265137,1.926557615661295e-06,7.206965446472168,0.11695528030395508,2.363354269618867e-06,2.195098638534546,6.438337564468384,2.906308736783103e-06,11.501971244812012,-5.175073623657227,5.727789357479196e-06
labeled-data\20180910_Trial14\img03043.png,558.7238483428955,93.93291795253754,1.3996871075505624e-06,570.1505703926086,95.33069586753845,6.823807052569464e-05,543.9524478912354,116.90793079137802,0.9996311664581299,571.9566132538021,91.13655441999435,0.9999592304229736
labeled-data\20180910_Trial14\img14432.png,575.638335943222,1.4417989253997803,1.3890820582673769e-06,7.555634260177612,-0.7081875801086426,2.5189294774463633e-06,2.0767282247543335,6.263713836669922,3.067174247917137e-06,575.1522099971771,123.27710127830505,7.504564564442262e-06
labeled-data\20180910_Trial14\img11089.png,499.2158946990967,147.25431537628174,1.382025970997347e-06,508.81953924894333,139.68518009781837,7.079504575813189e-05,510.0804944038391,144.42670392990112,5.193544438952813e-06,511.62407541275024,146.15095853805542,0.9985772371292114
