scorer,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000
bodyparts,Snout,Snout,Snout,LeftEar,LeftEar,LeftEar,RightEar,RightEar,RightEar,TailBase,TailBase,TailBase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\20180910_Trial9\img15014.png,1.86380934715271,2.1401361227035522,9.433666150471254e-07,526.0785610675812,158.5673451423645,8.636010898044333e-05,537.8115267753601,135.4111168384552,0.6679221987724304,585.0869054794312,162.6756615638733,0.9999324083328247
labeled-data\20180910_Trial9\img14504.png,569.7980635166168,158.5928611755371,7.057578841340728e-07,525.9732218980789,168.78771328926086,3.539231329341419e-05,541.0335750579834,136.39940547943115,0.00176047976128757,586.895180106163,162.15252649784088,0.9999924898147583
labeled-data\20180910_Trial9\img15158.png,524.6031755805016,186.65505003929138,8.531195589966956e-07,524.5058349967003,157.72710514068604,0.0016520683420822024,538.0845355987549,136.57474565505981,0.5664111971855164,582.7278461456299,163.78269001841545,0.4316162168979645
labeled-data\20180910_Trial9\img15161.png,524.7896200418472,186.63590943813324,8.035607947931567e-07,524.7066761851311,157.70919156074524,0.0021419739350676537,537.9765853881836,136.52266454696655,0.7791678309440613,582.6955461502075,163.74387723207474,0.3879324197769165
labeled-data\20180910_Trial9\img14496.png,569.9177241325378,158.7010440826416,8.375416200578911e-07,526.0580585002899,168.56037020683289,7.283815648406744e-05,540.9906921386719,136.27603721618652,0.054026030004024506,586.7105846405029,163.45248240232468,0.9999866485595703
labeled-data\20180910_Trial9\img15151.png,520.5729253292084,143.66675114631653,9.797390703170095e-07,524.6955879330635,157.64482748508453,0.0028943137731403112,537.9996132850647,136.32806968688965,0.8651524186134338,582.7435836791992,163.75012470781803,0.4311143755912781
labeled-data\20180910_Trial9\img14468.png,521.0453164577484,156.84052336215973,9.412108852302481e-07,538.0006275177002,167.69221687316895,0.0004849972319789231,540.2666658163071,135.4427318572998,0.9903996586799622,587.0656519532204,159.7476201057434,0.9999802112579346
labeled-data\20180910_Trial9\img14472.png,0.9199481010437012,1.766458511352539,8.91325498741935e-07,538.0026179552078,167.55648231506348,0.0005159045686013997,540.3528937399387,135.356342792511,0.9972000122070312,586.8696845769882,159.44433212280273,0.9999781847000122
labeled-data\20180910_Trial9\img14460.png,521.7035729885101,156.46963208913803,9.706908485895838e-07,537.7651069164276,167.44866371154785,0.0006562499329447746,540.4902323484421,134.64211249351501,0.9998735189437866,587.142528295517,160.05509662628174,0.9999762773513794
labeled-data\20180910_Trial9\img16299.png,1.3038458824157715,1.3561265468597412,8.794361292530084e-07,537.4218363761902,167.83236837387085,0.0007979475194588304,539.001049041748,139.5358173251152,0.9752835631370544,584.3826444149017,163.8442391604185,0.9999932050704956
labeled-data\20180910_Trial9\img16290.png,523.2815657258034,171.2113151550293,1.5026964774733642e-06,537.9483706951141,165.22883808612823,0.00327009498141706,541.0703854560852,134.9278326034546,0.999974250793457,584.6719281673431,164.09637136012316,0.9999973773956299
labeled-data\20180910_Trial9\img15213.png,569.4752717018127,159.15988159179688,1.5305439546864363e-06,525.483687877655,158.21727204322815,0.004676937125623226,536.7636289596558,134.5772204399109,0.9708205461502075,585.9278604984283,162.4602712392807,0.9999109506607056
labeled-data\20180910_Trial9\img15011.png,1.8979778289794922,2.212817668914795,9.094670758713619e-07,532.6285024285316,162.2005124092102,0.0001336444984190166,537.5203325748444,135.68572640419006,0.7806658744812012,584.9016711711884,162.44775021076202,0.9997856020927429
labeled-data\20180910_Trial9\img15445.png,520.1567749977112,142.7308988571167,1.8233811260870425e-06,586.6964296102524,159.97932195663452,1.9764131138799712e-05,539.5942710638046,140.42768490314484,1.6189063899219036e-05,586.0958763360977,161.35983324050903,0.9999843835830688
labeled-data\20180910_Trial9\img16303.png,577.6282634735107,173.4311728477478,1.8967649566548062e-06,525.9625873565674,168.6859769821167,0.0005706721567548811,538.2454844713211,140.76464974880219,0.04960141330957413,584.2639014720917,166.10949659347534,0.9999961853027344
labeled-data\20180910_Trial9\img15468.png,569.4016695022583,159.2809784412384,1.9209858237445587e-06,523.5368033647537,157.05891692638397,0.0002853620098903775,538.2070339918137,135.2951464653015,0.3169092833995819,585.0923836231232,163.0874786376953,0.9997610449790955
labeled-data\20180910_Trial9\img15529.png,569.5569067001343,158.99884867668152,1.6662590951455059e-06,524.228564158082,158.08457136154175,0.0005324013181962073,537.7965626716614,134.64613842964172,0.7728602886199951,586.2234745025635,162.19968974590302,0.9999834299087524
labeled-data\20180910_Trial9\img14520.png,523.8035730570555,170.42212855815887,1.0749558896350209e-06,538.0156338214874,165.16414976119995,0.007112943567335606,542.6488962173462,134.69446730613708,0.9942249655723572,586.262490272522,161.98712635040283,0.9875098466873169
labeled-data\20180910_Trial9\img14025.png,524.3156523108482,171.46309328079224,1.773219423739647e-06,537.7437655925751,165.24879336357117,0.00575149804353714,543.2254283428192,136.86144733428955,0.9958177208900452,586.1522639989853,162.45887506008148,0.9999485015869141
labeled-data\20180910_Trial9\img14522.png,523.8638088703156,170.46651339530945,1.0269212680213968e-06,537.9701991081238,165.18269550800323,0.008534850552678108,542.4110999107361,134.67205214500427,0.995672881603241,586.2421536445618,161.9699366092682,0.9891372323036194
