scorer,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST
bodyparts,Snout,Snout,LeftEar,LeftEar,RightEar,RightEar,TailBase,TailBase
coords,x,y,x,y,x,y,x,y
labeled-data\20180919_Trial10\img01443.png,347.14015198795653,80.28242244843932,328.8510168163307,54.522069988823404,322.96294583402914,96.10657130132796,251.20208073722924,80.65038497278644
labeled-data\20180919_Trial10\img07607.png,233.88452396805155,87.7561440944229,260.4962423914784,100.1017384473094,261.1417688066125,68.4709441057382,334.492315356292,86.03143909919595
labeled-data\20180919_Trial10\img11793.png,526.5094714915624,92.93025908010384,500.02703081849967,70.96620988196534,497.1338280904287,103.51474057276334,428.7761884287002,87.18124242934726
labeled-data\20180919_Trial10\img17851.png,532.4743359929474,154.82397447775017,561.4413242208404,147.12961822971607,545.6000025337114,119.52045757500548,565.6027847167072,89.4808490896499
labeled-data\20180919_Trial10\img17853.png,531.6835864772434,153.8698355781238,557.293200816327,150.16733278944918,539.3955515852549,125.20482201979604,559.2788664008749,88.33104575949858
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial10\img01295.png,,,146.58336487608204,139.8843380054547,117.02567484880825,152.78223910826512,142.821477054429,74.32000739950189
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial10\img02981.png,,,,,,,529.1646535644354,110.7649007157641
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial10\img04206.png,118.95362230686467,75.32302017473499,,,,,209.2287697288221,98.46213738397319
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial10\img05385.png,567.3773883552708,129.13608708644608,561.9822583625102,92.21037210341105,540.3288052712476,107.53435429107383,512.5613086683268,67.3336443021463
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial10\img06262.png,589.9438620343288,176.94864586472693,582.2689338512719,150.26913360933852,559.244149302101,178.04506417659223,514.2909985156247,146.2489331324992
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial10\img07558.png,,,,,,,541.4573205014814,92.9264917404021
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial10\img08368.png,,,,,,,501.63252068361237,134.2074841160507
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial10\img10866.png,,,580.3431834346028,108.51798705907076,557.9296763513391,125.4008884984122,520.6708593817581,79.70062080916037
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial10\img12980.png,595.2465716613106,81.06007872088826,,,,,516.0761702840084,102.4094004406102
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial10\img16954.png,589.4113027392386,77.5444826752045,,,,,545.3434739713032,146.87070110281036
