scorer,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST
bodyparts,Snout,Snout,LeftEar,LeftEar,RightEar,RightEar,TailBase,TailBase
coords,x,y,x,y,x,y,x,y
labeled-data\20180919_Trial12\img06591.png,530.9682779283696,183.29022755074803,553.6373512102305,160.99897215691817,527.9457348241215,149.47552657197224,586.1296895808978,137.9520809870263
labeled-data\20180919_Trial12\img06738.png,531.1097859445176,184.03551400874264,559.429788054887,163.6079715029025,530.8776547796786,151.53715093126968,585.8927408465436,136.21649405188958
labeled-data\20180919_Trial12\img06712.png,534.6777163915498,188.3244326038141,552.6539335250854,159.62548661231995,528.7566895782627,148.35750161412682,590.0393170957832,131.77862653692324
labeled-data\20180919_Trial12\img06715.png,538.4501980758348,183.95538184619255,551.7223887486124,160.10223652368836,529.6189421002855,146.63691845056968,585.2586526288325,139.52316550628058
labeled-data\20180919_Trial12\img06478.png,540.195639699388,181.03894327128674,550.4026825127476,152.90733746861292,527.0011697211428,152.1604806773915,588.7413311287809,141.20658107281056
labeled-data\20180919_Trial12\img06725.png,530.116423457835,184.2906596665298,551.7046217878706,159.91688735842507,529.1878987984786,149.93524727034412,590.4705263159991,138.79295135806768
labeled-data\20180919_Trial12\img06636.png,543.9850618915403,180.4989450948023,550.4558808962581,158.59771154037293,530.0479132659943,145.15831822288214,590.2763055406753,137.94086625608153
labeled-data\20180919_Trial12\img06812.png,546.0608512536621,183.24296605311852,551.5954484939575,159.53470540046692,526.8915269456454,153.61764666800187,588.382736089543,139.6763198985352
labeled-data\20180919_Trial12\img06688.png,540.344990172556,181.9929393267536,551.0162953155937,156.5459809087406,532.9571635350684,149.56858908444673,590.0076025690007,138.69206653481214
labeled-data\20180919_Trial12\img06735.png,538.3053150712249,181.7236764338731,551.9532690048218,158.8636348247528,528.5827199062252,150.840138850933,589.2059603468115,137.97199819137458
labeled-data\20180919_Trial12\img06686.png,531.96505168233,186.30556812716915,559.730464959785,160.9200474163532,526.0153202657325,149.02058458315824,588.6858245205594,138.31106803328277
labeled-data\20180919_Trial12\img06487.png,537.582270927366,185.0201290933764,552.0484159825559,153.19460997195878,528.9025838942522,148.27612065319425,587.9244557194268,136.41388170793857
labeled-data\20180919_Trial12\img06633.png,534.2346722229395,181.97928888388324,560.576513102506,155.63744800431664,530.6013148602407,152.45826031195517,588.7350326634221,139.74150954250922
labeled-data\20180919_Trial12\img06829.png,532.9292505228103,175.27269145296884,551.2978905231212,158.3170237603743,532.9292505228103,137.12243914463104,586.1512074467878,135.9449622215342
labeled-data\20180919_Trial12\img06639.png,533.2615239064874,182.57264488510572,554.9203708519087,156.18370492861527,533.5104761702279,148.21723248892005,589.7736877755754,136.76542835685814
labeled-data\20180919_Trial12\img06549.png,529.6291466352086,174.30901957844884,558.8776734049343,162.9345925013333,537.5216062397377,148.77459144614863,587.6619378449817,135.31098388548128
labeled-data\20180919_Trial12\img06672.png,535.2002945913468,182.6239181782779,555.3957059323478,153.60752257339135,528.4684908110131,145.250800639184,587.1976755153036,139.91178384788486
labeled-data\20180919_Trial12\img06598.png,532.8141451156298,182.6239181782779,548.1348019950099,153.37539140855225,530.0285711375607,145.4829318040231,587.3649688528166,135.9655540456203
labeled-data\20180919_Trial12\img06468.png,540.2575564150499,182.67124010112008,551.9818623493142,145.49661152906248,531.3928372940208,150.07195043023881,586.8688214707836,132.6284708695041
labeled-data\20180919_Trial12\img06580.png,531.2276722965096,180.11326113542088,551.0361983627788,158.15163440977454,529.2898817030703,149.1086116403908,586.7776693084386,139.41965867319388
labeled-data\20180919_Trial12\img06437.png,535.6190689282568,179.97784415239607,551.2114572525024,159.4372980594635,530.3983126572828,147.53457303991468,588.1995428002093,135.97432701132936
labeled-data\20180919_Trial12\img06555.png,524.3867162318779,171.43397788234842,557.2706538617006,169.1503711024996,535.3480287751522,137.63659754058628,588.7844274236139,133.0693839808887
labeled-data\20180919_Trial12\img06495.png,534.1518609572388,176.8982942928522,554.811534627918,155.6397895012837,529.9600431110141,148.7532316110573,586.2501684746039,137.97427143505075
labeled-data\20180919_Trial12\img06637.png,533.7119601002813,180.3554957251041,549.6920040565957,158.62263594451662,530.5159513090184,151.59141660373828,583.5915738694626,139.26198699124342
labeled-data\20180919_Trial12\img01531.png,455.7965666872562,134.89808063062702,473.60394265232975,129.91683565993839,471.318911644299,103.27848905146573,497.76438823777943,175.1411971859232
labeled-data\20180919_Trial12\img06710.png,528.9934524932403,183.95538184619255,551.3013477568497,159.89553807352695,527.6592748217138,150.99532725274548,588.5988513197335,144.09650727183754
labeled-data\20180919_Trial12\img06880.png,524.2106780333045,162.62256734916718,548.2299641225313,175.05608014829642,533.8183924689952,135.21232322381414,586.3782420289506,141.42907962337875
labeled-data\20180919_Trial12\img06827.png,524.2098648312597,172.2666888605449,550.7945451102738,176.72451926111438,532.9507233956862,138.2378449747489,588.5988513197335,141.7969006115349
labeled-data\20180919_Trial12\img06918.png,527.0843731566381,169.39218053516657,548.0351545587032,164.45458037112252,533.6632076573611,132.7165309639921,587.4490479895824,148.12081892736717
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial12\img01611.png,,,,,,,354.56202015889954,153.31965165421553
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial12\img01970.png,154.16357856231807,229.57737909015816,,,,,226.6814071988385,167.32756158801232
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial12\img03975.png,,,,,466.88124226253996,130.21091217834692,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial12\img09420.png,571.6766887228744,110.32664797818092,,,,,528.1087154047568,175.47528955153592
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial12\img09507.png,568.4428337283216,106.16346269419928,,,,,529.0396942196057,174.74297267883452
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial12\img12084.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial12\img13232.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial12\img13752.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial12\img13811.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial12\img16640.png,,,,,,,,
