scorer,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST
bodyparts,Snout,Snout,LeftEar,LeftEar,RightEar,RightEar,TailBase,TailBase
coords,x,y,x,y,x,y,x,y
labeled-data\20180919_Trial7\img04115.png,438.5495167349864,95.80476740548215,417.95931664118723,83.27575806237502,414.2351117448816,110.02232049947969,349.43975864825916,105.00319404669267
labeled-data\20180919_Trial7\img02186.png,83.26028771822868,156.74434390350206,,,,,150.12410233888892,152.27239467401293
labeled-data\20180919_Trial7\img14909.png,616.1941312433653,122.2502439989625,596.6474746307929,91.78045574995252,,,,
labeled-data\20180919_Trial7\img14882.png,619.6435412338192,105.57809571176836,601.0175801108753,84.74814610819674,,,,
labeled-data\20180919_Trial7\img07554.png,82.11048438807737,134.32317896555134,105.10655099110377,160.76865555903169,114.32591077496238,127.36824432408875,,
labeled-data\20180919_Trial7\img07556.png,86.12039452684567,130.6078454861657,101.41442234661167,162.7253039076743,114.66924645707553,129.58824363151462,124.07830593860052,169.39218053516657
labeled-data\20180919_Trial7\img04116.png,448.3228450412726,95.80476740548215,420.56573099479476,77.26820190048134,420.56573099479476,110.89001747427339,357.7370857306379,106.47503159084616
labeled-data\20180919_Trial7\img14887.png,622.1078370954087,111.37786795735553,600.0968846212468,87.18124242934726,,,,
labeled-data\20180919_Trial7\img13043.png,617.3439345735167,113.05181735775193,601.2475312612968,83.23619317944818,589.0959694149373,100.01692144346838,576.9444075685778,82.65754737724058
labeled-data\20180919_Trial7\img14888.png,624.8176562195001,115.92632568313024,597.7416779359253,85.7217405471055,589.7482917379879,122.0553141740939,,
labeled-data\20180919_Trial7\img13957.png,539.3496306850118,73.82049990588574,527.6424888385839,101.54659891215499,554.7913994764818,104.70403748882589,539.7322097883025,150.99532725274548
labeled-data\20180919_Trial7\img07787.png,92.45871435943926,127.42435898464345,124.65320760367621,112.47691569267624,104.2543454974599,90.33102711458955,,
labeled-data\20180919_Trial7\img14885.png,617.3439345735167,113.62671902282761,594.9227696355658,87.18124242934726,,,,
labeled-data\20180919_Trial7\img15006.png,602.3964912815495,177.44080384622583,600.0968846212468,145.82121226706454,571.9267030325395,153.8698355781238,567.5333557341069,99.6176963182375
labeled-data\20180919_Trial7\img14896.png,626.5428986895959,116.7422799250018,,,,,576.1603432601719,88.32135122122419
labeled-data\20180919_Trial7\img14934.png,614.4694262481382,165.94277054471263,605.4705753110745,120.54068903211697,592.6596263877808,136.95471734008703,,
labeled-data\20180919_Trial7\img04097.png,343.6907419975026,53.26204418988334,,,,,326.44369204523275,113.05181735775193
labeled-data\20180919_Trial7\img14883.png,,,,,,,,
labeled-data\20180919_Trial7\img10370.png,101.6571410006498,141.7969006115349,,,,,147.07437254162693,99.2541773959361
labeled-data\20180919_Trial7\img14886.png,623.667852889349,114.77652235297893,597.1850497410607,89.83039423443164,596.5416352260579,119.10912642268755,,
labeled-data\20180919_Trial7\img08768.png,106.25635432125509,155.0196389082751,127.70875441084485,170.10020962079994,138.73973793050598,141.3237308738579,193.89465552881163,145.16059470678348
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img00002.png,,,413.19348972697446,69.42345888347988,402.7485638105439,96.89815531582977,337.9022312344361,89.36755868611402
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img00010.png,,,416.19056905758316,79.50389695547531,402.60949402967196,97.39116650443152,343.647753664594,88.44753172995343
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img00040.png,,,,,,,483.5410311870034,80.23154540495665
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img00056.png,,,586.7344677505223,116.12507314622894,562.2833691142347,121.65567879015114,518.3296084704319,89.05421394176766
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img00115.png,602.8735512448409,155.32127097569287,,,,,535.5812816381477,116.67818545897804
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img00248.png,275.5623759041859,60.884693750741064,,,,,307.8071286612119,117.31301107553656
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img00311.png,107.19931406634271,96.89051529329242,,,,,195.48790655757142,106.02734761057746
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img00428.png,97.67882319459267,152.78223910826512,,,,,154.81957540343785,74.04118763073012
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img00429.png,96.96880645063963,147.99460923458778,,,,,158.40644088699156,77.5444826752045
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img00471.png,99.64122097196125,152.03768248517787,,,,,151.77445627861732,81.3041471444887
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img00494.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img00550.png,118.7859692248915,82.96520115200657,119.93998661514674,119.50908517675586,,,186.4883227865323,121.04777503042952
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img00578.png,99.87648603113189,64.08512403100606,,,,,183.6648305466619,118.3878361674374
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img00593.png,105.59571073446718,114.58492502857537,,,,,190.10344254169988,111.61974145639176
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img00635.png,,,199.96660478394114,92.07798495692674,198.64162185438883,117.58390635080879,141.66735588363935,117.58390635080879
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img00653.png,,,,,275.5566672079765,97.8318942940469,215.29131460575837,90.13844502567864
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img00777.png,,,,,,,525.9441409320423,97.78842630568067
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img00839.png,,,,,,,564.9231951077973,86.59039704711877
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img00898.png,,,525.6211072030221,146.86533071608957,522.5808912350182,123.75968935925906,569.40021714228,91.22937850161611
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img00978.png,279.7439383437497,74.71073374650922,,,,,334.9335609799417,123.14719580696467
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img01114.png,143.89630214632987,127.52384944859477,,,,,177.21587999525673,175.89097858413373
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img01187.png,380.3578223645203,183.4147542274398,379.74489539432756,140.06828753369996,360.0675826822675,155.20468192759228,311.8833938617103,128.4637184983825
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img01268.png,,,578.911936342827,93.08644656116294,561.2811151028163,113.18558277477504,510.856966356386,99.78615863236698
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img01446.png,,,127.85029498476717,161.64404454779114,124.29474603469836,133.84611639270773,183.446151294934,123.82593298796836
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180919_Trial7\img01515.png,103.05294865409701,86.1430834104114,,,,,169.15469180600022,152.2448265623147
