scorer,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST
bodyparts,Snout,Snout,LeftEar,LeftEar,RightEar,RightEar,TailBase,TailBase
coords,x,y,x,y,x,y,x,y
labeled-data\20180906_Trial4\img01087.png,368.2914752151464,154.96347369067144,394.8569901892363,173.9913938557719,389.1079735384797,137.19768729092965,463.84518999831545,138.34749062108096
labeled-data\20180906_Trial4\img00554.png,143.62496255117296,124.54985065926513,151.94704151153564,106.21254694461823,129.99846982346716,94.58262908675151,205.13944071426857,78.55771745321238
labeled-data\20180906_Trial4\img00399.png,406.1031785789339,149.29249188202365,431.7257685661316,156.0098180770874,423.6023886277501,125.49356621563372,494.9991656269199,137.74301324980502
labeled-data\20180906_Trial4\img03209.png,169.1962587841782,147.1236862285566,180.2174427843647,126.9181822282147,156.60061992682222,113.01049765655081,229.8127707852039,111.17363365651974
labeled-data\20180906_Trial4\img03913.png,229.58114818274063,162.6771456095614,223.10166088592769,132.799509740924,202.94325596250968,159.0774304446653,186.1676857667718,88.33104575949858
labeled-data\20180906_Trial4\img00420.png,280.20698192867883,149.02381177969798,297.38937187194824,159.8191797733307,297.0638995170593,128.4809684753418,367.83661193068025,145.82121226706454
labeled-data\20180906_Trial4\img00397.png,417.4966202135097,153.0870244466126,445.42719542980194,157.38257718086243,441.14909315109253,128.33258390426636,510.8905523629321,124.21980905497294
labeled-data\20180906_Trial4\img01088.png,369.7019375172231,153.8034449058847,393.3349447475946,167.62652460666806,386.2004519988032,134.62949564350782,456.2076620963189,134.62949564350782
labeled-data\20180906_Trial4\img01699.png,570.4264193870141,182.4811641596002,573.181034207344,148.80204790830612,546.3162333965302,153.67091250419617,568.6966037750244,85.99360942840576
labeled-data\20180906_Trial4\img02822.png,436.7697098208767,145.13643675987066,464.9949933284668,132.0235723052487,437.39971340483515,114.77652235297893,496.61458490762806,84.88163576904458
labeled-data\20180906_Trial4\img00727.png,256.3058644640887,136.54704156863474,247.1072622647917,124.54985065926513,233.88452396805155,150.4204255876698,188.46729242707443,84.30673410396889
labeled-data\20180906_Trial4\img00743.png,263.48762445036175,158.42756976159845,257.4554922361536,135.47298229570265,240.78334394895944,158.46904889872906,199.39042406351194,90.05575075472552
labeled-data\20180906_Trial4\img02905.png,220.05687793619626,178.96252303879535,243.68470021544223,165.2431423605235,234.1573525221979,149.23719823587305,315.3303548686397,141.2342261735478
labeled-data\20180906_Trial4\img06384.png,300.5629729050853,171.49661150686188,316.1729526855692,150.03288930869653,300.5629729050853,135.59365801174891,380.1738697855533,109.83719137395045
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial4\img01687.png,,,567.4860971688247,150.5538500993643,542.3363957143574,149.156644463005,582.9623521878334,87.75532104826272
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial4\img05676.png,512.878915226656,179.93604966486214,534.0578105063441,157.61895202181898,508.29595136850526,146.79769561361837,573.1625167454079,124.94048336705336
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial4\img05972.png,500.1706184240608,227.4299701223511,519.2528250317456,202.20264613253056,497.90662780958974,193.7935381359237,567.7669096275544,164.36166014779974
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial4\img07169.png,616.4403147402724,130.90264544401487,,,595.430252762593,107.60057670513415,538.5120848594254,79.3324933169838
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial4\img07180.png,611.320003691787,138.09119073345397,607.1206626328026,113.24508946779659,591.3731336616113,110.09558367355832,543.0807114832913,79.30041590767313
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial4\img08504.png,133.50449935643857,116.85555041201839,165.96123845736722,110.04364220565066,161.55353314736456,77.98760358744953,237.28592438286472,81.19320744926964
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial4\img09545.png,,,554.7502184920006,115.85843973729035,535.8879424011501,109.57101437367353,586.7112974237193,68.96472556698163
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial4\img11978.png,549.532418728463,149.33320985675527,560.1020206257365,117.06810932823609,537.2939323210936,116.78996190988678,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial4\img14698.png,550.7539645673177,153.94308286049517,565.0171054384855,120.34546214174443,541.5621626725651,119.39458608366658,588.7890068904317,66.14552683130691
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial4\img15110.png,549.0139260664814,154.50739869251362,560.9677965108887,122.26817234244552,537.7845326187048,119.73250285423792,578.1256392742796,69.48329448594802
