scorer,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000
bodyparts,Snout,Snout,Snout,LeftEar,LeftEar,LeftEar,RightEar,RightEar,RightEar,TailBase,TailBase,TailBase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\20180906_Trial4\img01087.png,474.3410600423813,123.74957656860352,1.721822968647757e-06,401.55748558044434,163.90106298029423,0.9981593489646912,398.15221977233887,133.49469566345215,1.0,473.47815132141113,127.01032257080078,1.0
labeled-data\20180906_Trial4\img00554.png,206.10368156433105,75.33305823802948,1.9405476905376418e-06,151.94704151153564,106.21254694461823,0.9996659755706787,133.61625051498413,93.23136150836945,0.02595416270196438,207.18283534049988,75.17222738265991,1.0
labeled-data\20180906_Trial4\img00399.png,420.93616485595703,144.26948308944702,1.1771496701840078e-06,431.7257685661316,156.0098180770874,1.0,427.1464915275574,127.10628485679626,1.0,502.92163467407227,132.9469814300537,1.0
labeled-data\20180906_Trial4\img03209.png,243.1766757965088,118.11572265625,1.5406618558699847e-06,188.66935801506042,123.84946112334728,0.9999581575393677,171.63597762584686,101.34479069709778,0.9999991655349731,243.96057614311576,119.2271614074707,1.0
labeled-data\20180906_Trial4\img03913.png,192.49640369415283,84.44310712814331,1.7784118426789064e-06,192.4386374950409,142.249169588089,0.9999986886978149,167.69537782669067,152.31675481796265,1.0,193.72638750076294,84.89814853668213,1.0
labeled-data\20180906_Trial4\img00420.png,273.11446499824524,160.56017327308655,1.7145688389064162e-06,297.38937187194824,159.8191797733307,1.0,297.0638995170593,128.4809684753418,1.0,374.56280636787415,149.42291164398193,1.0
labeled-data\20180906_Trial4\img00397.png,513.7327461242676,118.30691814422607,1.3546659829444252e-06,445.42719542980194,157.38257718086243,0.9999998807907104,441.14909315109253,128.33258390426636,1.0,514.0818293094635,119.47659587860107,1.0
labeled-data\20180906_Trial4\img01088.png,364.1756837069988,159.67666864395142,6.818016800025362e-07,396.5897131562233,165.89990067481995,0.7670486569404602,394.9906396865845,132.11978017538786,1.0,469.69339513778687,131.23162603378296,1.0
labeled-data\20180906_Trial4\img01699.png,564.6401357650757,87.1306893825531,1.3432653531708638e-06,573.181034207344,148.80204790830612,0.9999992847442627,546.3162333965302,153.67091250419617,0.9999650716781616,568.6966037750244,85.99360942840576,1.0
labeled-data\20180906_Trial4\img02822.png,503.66438579559326,79.93955850601196,1.6856818092492176e-06,469.2805633544922,121.89242553710938,1.0,451.74886417388916,108.65835189819336,1.0,507.4407868385315,78.21748924255371,1.0
