scorer,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000
bodyparts,Snout,Snout,Snout,LeftEar,LeftEar,LeftEar,RightEar,RightEar,RightEar,TailBase,TailBase,TailBase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\20180906_Trial10\img02163.png,442.903769493103,190.74296617507935,9.897652262225165e-07,413.675998210907,130.23047351837158,0.0014506004517897964,413.42888164520264,150.2995228767395,2.6685313514462905e-06,428.6837925314903,84.27258110046387,0.4996117949485779
labeled-data\20180906_Trial10\img04174.png,145.18706893920898,83.9319715499878,1.5266850823536515e-06,112.52677869796753,141.04596829414368,3.932521940441802e-05,117.08791995048523,147.03362375497818,0.004111621994525194,146.53135204315186,84.40599727630615,1.0
labeled-data\20180906_Trial10\img17522.png,168.82108783721924,129.50379705429077,1.8723427501754486e-06,185.82784700393677,125.3970673084259,0.7754510641098022,168.48534774780273,105.04901027679443,1.0,244.15285778045654,99.31833839416504,1.0
labeled-data\20180906_Trial10\img04161.png,146.36273396015167,83.03220844268799,1.8592554624774493e-06,112.00085544586182,142.84858512878418,9.52582195168361e-06,118.44088768959045,148.37126496434212,0.0007466783281415701,147.95678234100342,81.86845302581787,1.0
labeled-data\20180906_Trial10\img16547.png,103.60080122947693,107.17318916320801,1.0,171.44765359163284,125.85721564292908,0.9960663914680481,112.52088165283203,86.1964864730835,0.00027133148978464305,158.0052011013031,45.95104920864105,1.4712921938553336e-06
labeled-data\20180906_Trial10\img05406.png,395.1655855178833,163.47412109375,1.0286031510986504e-06,419.9558316357434,178.46017682552338,7.378317241091281e-05,420.12839606404305,147.63994297385216,1.0040477718575858e-05,495.39493441581726,159.4020688533783,1.0
labeled-data\20180906_Trial10\img17521.png,170.37651538848877,93.13946878910065,1.0395297067589127e-06,185.42550134658813,125.02358615398407,0.6327950954437256,169.92365407943726,102.50949001312256,1.0,245.84863877296448,98.86861658096313,1.0
labeled-data\20180906_Trial10\img15040.png,515.4763695001602,110.14761352539062,1.5943073776725214e-06,463.6182150840759,137.55392932891846,0.9999997615814209,448.7646703720093,116.07512187957764,1.0,513.1460828781128,106.9208574295044,1.0
labeled-data\20180906_Trial10\img16543.png,101.46113014221191,102.57697582244873,1.0,171.06286573410034,127.205806016922,0.8563166260719299,113.26972341537476,106.3621484041214,6.944139840925345e-06,5.105571150779724,-0.19209718704223633,7.089614655342302e-07
labeled-data\20180906_Trial10\img02582.png,538.0262417793274,150.2323603630066,1.9918061298085377e-06,553.8414406776428,112.36507320404053,1.0,522.2775696516037,120.56461191177368,8.849637197272386e-06,502.525750875473,86.25967693328857,1.0
