scorer,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST
bodyparts,Snout,Snout,LeftEar,LeftEar,RightEar,RightEar,TailBase,TailBase
coords,x,y,x,y,x,y,x,y
labeled-data\20180906_Trial5\img00843.png,157.08746870649196,137.5050632123282,181.06218598431795,134.0801036012102,185.54097932193378,105.89005141739284,214.78175568580627,178.7333517074585
labeled-data\20180906_Trial5\img01729.png,413.4389848118627,181.19854391343875,436.6707417368889,167.29723954200745,422.1155035495758,142.73559308052063,473.04361663952596,136.04788396077834
labeled-data\20180906_Trial5\img01772.png,440.4352551771931,182.2438586632565,450.0939301663675,149.17021400335622,410.5811688470176,162.04844732225544,436.04494836393195,125.75524433263035
labeled-data\20180906_Trial5\img00839.png,159.94880104497722,131.47969671598736,188.41010038611816,130.87413715553754,188.10732060589325,103.92673671552113,211.46335903010083,182.61491883190678
labeled-data\20180906_Trial5\img03032.png,512.8779774289007,109.65536632946741,534.9203454292738,109.34922232946224,527.5728894291494,90.06215032913589,571.3518013674638,149.84552392259417
labeled-data\20180906_Trial5\img03040.png,522.7460321988667,107.71961579890274,540.0784925068523,110.8146979967573,545.3401322432051,89.76813905134624,577.2194788811071,142.69404463465935
labeled-data\20180906_Trial5\img03048.png,515.9668524528645,101.28171564132572,535.5593259334564,112.87327098846436,539.6913303433757,82.76504997068274,575.8566929813503,144.6801508068952
labeled-data\20180906_Trial5\img00597.png,257.04984934669415,173.1863937409883,273.8196861743927,168.0876669883728,265.23947964954004,135.87807791691233,346.56525032288084,168.24237720501526
labeled-data\20180906_Trial5\img03037.png,514.8847321271896,93.22465372085571,534.4240865707397,111.57026243209839,538.8914403915405,86.6231517791748,570.2019980373125,155.0196389082751
labeled-data\20180906_Trial5\img03034.png,516.3898357450962,92.19371789693832,535.3718173503876,111.54492998123169,540.1621841490269,85.12351942062378,570.6635735203816,147.36336960926852
labeled-data\20180906_Trial5\img00330.png,528.6069968766171,139.84501883679883,523.5882873267849,113.83897844221373,505.33843441830413,126.15762915543826,495.4647815774767,61.3106675009426
labeled-data\20180906_Trial5\img00331.png,537.9259230174081,130.2146099117504,528.3311682040589,101.43034547170289,505.38718930257176,130.2146099117504,497.18948657270374,63.61027416124523
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial5\img00932.png,,,,,,,212.56289188907343,227.65212700246292
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial5\img03389.png,535.2124064130596,55.00679650482303,,,,,551.6231040956685,137.4419290500212
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial5\img04835.png,556.6291374362622,145.79587601090947,559.322170582858,104.70099047330956,535.5312472550497,115.45579142971603,502.2891352079752,63.311301944108905
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial5\img04837.png,556.0917248903118,140.42175055140513,558.1837003713327,102.46453682703347,535.0552685083006,114.91830783020463,502.438249214281,62.4345586025548
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial5\img05242.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial5\img09449.png,545.4749770076847,147.5456919100442,556.2671766758125,120.02558275631853,533.8733623644475,113.5502629554419,589.4113027392386,83.45602068065926
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial5\img11826.png,,,560.2079495123153,117.71403231908928,544.4617783548659,112.71084592871429,587.7816216266168,71.5450280130174
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial5\img13910.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial5\img15071.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial5\img17886.png,,,557.8847717146373,122.24566180719304,533.7053519520863,122.53351204246151,587.261652555437,77.5444826752045
