scorer,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000
bodyparts,Snout,Snout,Snout,LeftEar,LeftEar,LeftEar,RightEar,RightEar,RightEar,TailBase,TailBase,TailBase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\20180910_Trial2\img01974.png,90.06202960014343,62.78168249130249,0.011300981044769287,137.27235889434814,105.37963366508484,0.026256805285811424,1.8254294395446777,6.4280171394348145,4.40165013060323e-06,10.32099437713623,-3.775447368621826,1.2598233297467232e-05
labeled-data\20180910_Trial2\img01975.png,90.83498656749725,68.3239888548851,0.04924128204584122,137.45682787895203,104.5251133441925,0.053417086601257324,1.8511626720428467,6.400791645050049,4.373556748760166e-06,140.65629947185516,106.077876329422,2.1852392819710076e-05
labeled-data\20180910_Trial2\img04760.png,17.662834644317627,68.14369863271713,0.005677558481693268,535.3046579360962,131.17429113388062,1.0,531.3020615577698,108.19642914831638,1.0,581.1425921916962,96.35459041595459,1.0
labeled-data\20180910_Trial2\img04764.png,578.5524011850357,107.07218933105469,0.0003960117173846811,535.407310962677,131.05797624588013,1.0,531.3587428331375,108.15626744925976,1.0,581.1712166070938,96.31912612915039,1.0
labeled-data\20180910_Trial2\img04766.png,15.987257480621338,70.46149325370789,0.03202227130532265,535.3076448440552,131.14975595474243,1.0,531.3738223910332,108.23931333422661,1.0,581.1146095991135,96.36418581008911,1.0
labeled-data\20180910_Trial2\img04769.png,578.5321806669235,107.07598507404327,0.0004062004154548049,535.347412109375,131.12707424163818,1.0,531.4541264772415,108.50023430585861,1.0,581.1208763122559,96.40787982940674,1.0
labeled-data\20180910_Trial2\img04772.png,18.022451043128967,74.58062732219696,0.013447503559291363,534.7412486076355,132.30283641815186,1.0,531.4459016919136,109.07273089885712,1.0,581.0339621305466,95.28907561302185,1.0
labeled-data\20180910_Trial2\img04774.png,578.9873951673508,106.62868392467499,0.0003200110513716936,534.8365106582642,132.30890464782715,1.0,531.4215812087059,109.037806391716,1.0,581.0403974056244,95.24075484275818,1.0
