scorer,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000
bodyparts,Snout,Snout,Snout,LeftEar,LeftEar,LeftEar,RightEar,RightEar,RightEar,TailBase,TailBase,TailBase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\20180906_Trial15\img07075.png,130.54617285728455,67.2064962387085,1.0131013823411195e-06,111.83581113815308,128.83235216140747,1.655129926803056e-05,124.33317798376083,79.42445421218872,7.546899496446713e-07,132.21383571624756,66.74907445907593,1.0
labeled-data\20180906_Trial15\img07072.png,130.59315538406372,67.08109474182129,1.1531734571690322e-06,111.81527614593506,128.84405946731567,8.660397725179791e-06,124.28488612174988,79.46287059783936,7.810112947481684e-07,132.20064640045166,66.64318799972534,1.0
labeled-data\20180906_Trial15\img07085.png,98.81885123252869,160.64504027366638,8.253001624325407e-07,138.0186344385147,144.5318102836609,5.025664904678706e-06,123.99349149037153,78.97734427452087,1.3655434258907917e-06,133.27962589263916,67.360107421875,1.0
labeled-data\20180906_Trial15\img07071.png,130.58491230010986,67.09629249572754,1.1268383559581707e-06,111.90509223937988,128.709210395813,8.642923603474628e-06,124.25612819194794,79.45114850997925,7.842916716072068e-07,132.1748571395874,66.63288354873657,1.0
labeled-data\20180906_Trial15\img07099.png,131.98018407821655,66.96664237976074,9.205842843584833e-07,141.5944619178772,139.77938874065876,0.13494448363780975,122.47998285293579,136.0773675441742,8.546761819161475e-06,133.77372550964355,67.38272285461426,1.0
labeled-data\20180906_Trial15\img07089.png,132.28132438659668,66.68372249603271,1.9636263459688053e-06,112.21992635726929,127.16269707679749,1.4554314475390129e-05,123.49032098054886,78.59870171546936,1.2971028127140016e-06,134.0456702709198,66.9512586593628,1.0
labeled-data\20180906_Trial15\img01208.png,577.0773916244507,116.65140914916992,1.7984914393309737e-06,527.6901030540466,155.14617604017258,0.005448344629257917,524.2236359715462,120.83699131011963,1.0,578.3184661865234,117.04840564727783,1.0
labeled-data\20180906_Trial15\img07103.png,131.99513387680054,66.90154838562012,1.0297967492078897e-06,141.3881118297577,140.5357460975647,0.019793052226305008,122.73665690422058,136.10610008239746,2.5924155124812387e-06,133.84918296337128,67.28535556793213,1.0
labeled-data\20180906_Trial15\img07079.png,130.5703009366989,67.17297077178955,1.0148023648071103e-06,112.09188795089722,128.8446455001831,1.2583979696501046e-05,124.26751363277435,79.40285038948059,7.978985081535939e-07,132.24116897583008,66.7179913520813,1.0
labeled-data\20180906_Trial15\img07095.png,132.0144968032837,66.67505550384521,1.180842218673206e-06,139.58203408122063,140.41428670287132,4.474054094316671e-06,123.5844296514988,78.61810326576233,1.3814290014124708e-06,133.72437226772308,67.110848903656,1.0
