scorer,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST
bodyparts,Snout,Snout,LeftEar,LeftEar,RightEar,RightEar,TailBase,TailBase
coords,x,y,x,y,x,y,x,y
labeled-data\20180906_Trial1\img03865.png,205.88266204085357,47.5201529599037,203.94525939020593,74.6437900689704,223.64218633845678,66.24837858283071,220.73608236248532,134.38037179727212
labeled-data\20180906_Trial1\img16629.png,519.8439294508624,166.6338555096929,546.4738384318164,157.17650465664383,535.7720993086293,136.27078171832483,587.7875290003992,133.28424986999354
labeled-data\20180906_Trial1\img16618.png,521.1564954314632,149.2638996556999,538.111285612094,139.65618522000915,516.3526382136179,114.50657978540688,581.6285804090462,134.00458849313225
labeled-data\20180906_Trial1\img16628.png,521.8403316983602,169.59752332839497,546.0480496883392,157.95557570457458,530.6007600062007,128.33873194308148,590.5017263889313,132.43914183974266
labeled-data\20180906_Trial1\img08440.png,242.53293658760578,99.1232813209952,235.08455399407313,132.22720395891795,267.36087856604786,123.95122329943726,271.0850698628142,174.8485043552435
labeled-data\20180906_Trial1\img15767.png,362.7503298577988,177.34960420490285,389.6991133329757,163.14024564526417,375.4897547733369,135.21150640735362,451.436326385199,140.11128522102214
labeled-data\20180906_Trial1\img16630.png,524.3952356056977,167.8559695587022,543.332405090332,158.21573400497437,525.0546226826319,135.87569632739184,588.3557820683185,131.58968032731931
labeled-data\20180906_Trial1\img15764.png,397.7067873578591,170.86131008978913,411.8098544194236,159.84328894794191,404.7583208886414,134.28147989885645,474.83293535078946,132.9593173618348
labeled-data\20180906_Trial1\img07704.png,122.23042434150925,178.1108168047616,135.394616341732,147.4964168042436,103.24949634118808,150.2517128042902,162.9475763421982,93.6150728033319
labeled-data\20180906_Trial1\img15771.png,340.8136041929654,176.9737996939541,365.81022679805756,158.89775919914246,352.27234618048647,138.6310861203259,421.46551895128687,134.22387766358702
labeled-data\20180906_Trial1\img00861.png,386.6787432786777,108.78053614276399,370.94778030429546,80.68953083136711,361.95865860464846,111.58963667390367,290.02311754226685,91.06714534759521
labeled-data\20180906_Trial1\img04230.png,421.36575550566727,167.37468912141225,397.1490247249603,146.2634471654892,392.76988737331527,169.4773264840852,321.03698778152466,151.36986446380615
labeled-data\20180906_Trial1\img05509.png,,,,,,,,
labeled-data\20180906_Trial1\img05510.png,,,,,,,,
labeled-data\20180906_Trial1\img16890.png,487.1135791988933,148.83032682512737,522.8414989709854,156.6398040652275,519.0622160434723,134.0380153656006,563.8780797214802,140.6470972813836
labeled-data\20180906_Trial1\img16892.png,496.5703247814877,150.18129047978368,523.1729932427406,159.60495114326477,519.3409731388092,134.80392360687256,564.9010233879089,131.3640559911728
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial1\img05553.png,101.41622842497424,179.73151725385634,,,133.1120970275693,181.02522617641122,182.27303608465547,216.27879431603225
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial1\img05576.png,98.84369389358446,144.7859127479798,,,127.459051033432,133.39533369231236,183.30067030633836,162.28850983351765
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial1\img06848.png,,,,,,,266.50211853987935,140.96092210797877
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial1\img07928.png,613.9692750033882,90.4535558852956,,,,,527.1508370790934,98.20043188469421
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial1\img10881.png,,,,,,,122.78405178808458,77.9239937214848
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial1\img12837.png,,,,,,,586.4906294927993,111.87024561919503
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial1\img14246.png,96.85741811240763,93.11568373323651,,,,,176.67846744930628,113.55112325388353
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial1\img16176.png,578.1256392742796,125.37419926479305,,,576.0421187506768,156.84546707989023,515.7857839440294,168.90461548677808
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial1\img17372.png,,,526.3289202489227,156.01916076610917,526.3289202489227,126.6344586994248,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial1\img17478.png,488.653439426462,94.8214648218036,,,515.3070775033993,105.22288455914499,563.6155005336179,143.64622582710774
