scorer,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000
bodyparts,Snout,Snout,Snout,LeftEar,LeftEar,LeftEar,RightEar,RightEar,RightEar,TailBase,TailBase,TailBase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\20180906_Trial2\img01953.png,513.2082698345184,131.35026741027832,4.907481638838362e-07,524.8648100495338,134.07001042366028,3.073023890465265e-06,451.69634461402893,130.67586874961853,0.9997156262397766,515.1178288459778,130.74899768829346,1.0
labeled-data\20180906_Trial2\img08677.png,502.76117610931396,165.25709915161133,9.494988830738293e-07,433.77313566207886,175.6120502948761,0.03606269508600235,431.81475353240967,144.11706280708313,0.9929293990135193,504.16739797592163,165.44865036010742,1.0
labeled-data\20180906_Trial2\img10546.png,469.4816210269928,101.18584632873535,1.0,442.91264152526855,129.241765499115,0.9966893196105957,473.1965789794922,130.50905084609985,1.0,5.2710922956466675,-0.8905177116394043,8.614152875452419e-07
labeled-data\20180906_Trial2\img10549.png,483.3035098314285,104.54411602020264,0.9939720034599304,460.2650362253189,140.71435457468033,9.225072972185444e-07,475.5411961376667,138.51214146614075,0.00015426523168571293,5.215512156486511,-0.9025039672851562,8.532709898645408e-07
labeled-data\20180906_Trial2\img01974.png,435.02155780792236,149.34776306152344,6.999011361585872e-07,438.29102540016174,141.94818103313446,2.0149946067249402e-06,367.81581020355225,128.73182225227356,1.0,436.4427110552788,150.09662914276123,1.0
labeled-data\20180906_Trial2\img03279.png,135.4209954738617,113.40399050712585,4.1631349745330226e-07,158.60927176475525,99.13380110263824,1.4745153748663142e-05,139.96287586539984,82.44415163993835,0.0013635954819619656,214.138090133667,83.61924457550049,1.0
labeled-data\20180906_Trial2\img10550.png,492.48097959160805,106.62850689888,9.001676630759903e-07,460.1880993247032,159.35869097709656,4.200249350105878e-06,476.41697865724564,138.65686798095703,0.0011731632985174656,445.20162665843964,179.0379140973091,2.7053404210164445e-06
labeled-data\20180906_Trial2\img05675.png,401.14770460128784,135.36762499809265,2.8402439511410194e-07,420.8572316169739,165.04656553268433,5.376539411372505e-05,419.2811492085457,131.05769115686417,0.023010648787021637,484.22614574432373,148.15358066558838,1.0
labeled-data\20180906_Trial2\img03277.png,137.54403829574585,113.89406156539917,2.6300173772142443e-07,153.1549084186554,84.30381107330322,3.1872975796432e-06,137.53889155387878,76.84696167707443,0.00025043735513463616,212.3197479248047,85.15967750549316,1.0
labeled-data\20180906_Trial2\img03278.png,134.3872046470642,112.4561026096344,8.946526577346958e-07,150.38294649124146,86.20477294921875,9.446870535612106e-06,137.1813726425171,81.06676244735718,0.9982226490974426,213.2707645893097,84.64731216430664,1.0
labeled-data\20180906_Trial2\img08128.png,499.7421760857105,146.05468356609344,1.270190296054352e-06,521.8605422973633,151.43131160736084,0.9999972581863403,522.1518940925598,117.82108616828918,1.0,580.103841304779,117.4013319015503,1.0
labeled-data\20180906_Trial2\img10256.png,529.7892923355103,151.26092910766602,1.7106735867855605e-06,452.7520344853401,175.8869080543518,7.725870091235265e-06,449.7919750213623,145.42216324806213,0.999656081199646,528.9703092575073,152.82293462753296,1.0
labeled-data\20180906_Trial2\img10257.png,529.0822343826294,153.4462571144104,1.9818944565486163e-06,540.8211466670036,159.6987977027893,4.081910901732044e-06,448.4099950790405,145.57701134681702,0.7089983820915222,528.3770546913147,152.2629451751709,1.0
labeled-data\20180906_Trial2\img05674.png,400.97306752204895,141.5885270833969,1.7356617263430962e-06,426.03868770599365,160.29067182540894,0.5724985599517822,421.59833443164825,128.49462699890137,0.9999587535858154,488.0993900299072,150.74167823791504,1.0
labeled-data\20180906_Trial2\img08678.png,406.3756730556488,165.8183821439743,1.7375298284605378e-06,430.904176235199,174.3759479522705,0.04221624508500099,428.6705577969551,144.11284041404724,0.028176095336675644,498.7705645561218,164.4035997390747,1.0
labeled-data\20180906_Trial2\img08718.png,382.7651357650757,157.70309281349182,1.355415406578686e-06,380.5354461669922,173.28896033763885,3.484589569779928e-06,309.02713000774384,135.11082768440247,5.707961099687964e-05,375.63058853149414,158.6077995300293,1.0
