scorer,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST
bodyparts,Snout,Snout,LeftEar,LeftEar,RightEar,RightEar,TailBase,TailBase
coords,x,y,x,y,x,y,x,y
labeled-data\20180906_Trial2\img01953.png,413.23826132757796,155.83551663005363,442.6050153518068,162.94536234118272,429.00357138269027,132.03298968409968,506.59362675196866,135.124226949808
labeled-data\20180906_Trial2\img08677.png,365.84668660321796,159.8906739259212,392.34178685490696,170.48871402659682,394.2342940157419,140.96560231757192,463.1215546701333,162.16168251892313
labeled-data\20180906_Trial2\img10546.png,553.1742047631734,147.73846347413775,528.3253264938545,138.63887424875338,532.8751211065467,166.6376103268592,460.77837570542425,154.7381474936642
labeled-data\20180906_Trial2\img10549.png,567.7598387932413,151.92049614023034,541.4513967820731,142.13130841514447,543.2868694805267,169.96931100835744,475.06846752133447,136.62489031978367
labeled-data\20180906_Trial2\img01974.png,331.7423322670563,138.27022314525516,352.30066347996177,155.0331701342396,351.0355354053214,118.02817395100978,417.77104134259923,155.3494521528997
labeled-data\20180906_Trial2\img03279.png,160.73023146534663,121.05821519652696,180.8650868503027,101.88216244894976,147.3069945420426,93.5725395916663,218.57799058720457,70.56127629457364
labeled-data\20180906_Trial2\img10550.png,567.4324601495806,151.20455510227907,539.0292978836799,138.29402679959694,545.0542110915983,169.27929472603404,481.3622714650331,132.69946453510136
labeled-data\20180906_Trial2\img05675.png,389.13132750328276,157.36350302995834,411.6858648995347,158.2656845258084,406.5735030897176,128.4936951627559,467.01966331167273,145.63514358390734
labeled-data\20180906_Trial2\img03277.png,159.6968292728721,122.51447387051945,180.38678092157383,98.78999598000814,141.4896718220146,88.03122112268325,218.456291955185,71.47925980372186
labeled-data\20180906_Trial2\img03278.png,157.32692278288593,124.56221401883275,178.3259748414653,99.92332627009965,146.9673904339868,89.84378128198156,217.8041927115945,69.96467866652644
labeled-data\20180906_Trial2\img08128.png,506.4551309694142,115.1163123674611,519.4226937344777,150.22361643873043,534.2879486115016,112.90233823684052,580.1488413172137,128.08387513252455
labeled-data\20180906_Trial2\img10256.png,397.5413253634583,171.06678787779282,423.92235669038473,174.36441679365862,414.4416735572705,145.92236739431613,487.40171332080126,151.28101438259804
labeled-data\20180906_Trial2\img10257.png,400.7586346577136,174.3178754279672,426.06119615052035,171.82909888769115,411.54333299890993,143.6229647645623,488.28060965742213,149.01531393516046
labeled-data\20180906_Trial2\img05674.png,385.78887074437347,156.64014344689585,412.7091369883596,154.8150406506934,410.8840341921572,128.35105010575785,473.85008066114176,145.68952666968116
labeled-data\20180906_Trial2\img08678.png,372.222492913305,159.19025829082432,385.7241056443027,165.37849745919826,389.0995088270521,144.56351116557684,459.98297566479005,164.81593026207338
labeled-data\20180906_Trial2\img08718.png,285.4356825933817,142.91986556468117,312.67482333159074,152.9190438103529,313.36442183129225,127.40389932139756,362.67071455994915,157.74623330826333
labeled-data\20180906_Trial2\img07909.png,523.130666643828,180.64547956732318,543.1205224990845,158.06780076026917,520.6065945625305,149.28039598464966,573.5621201992035,104.907235622406
labeled-data\20180906_Trial2\img07912.png,524.5995946634557,181.14820492362452,542.60036277771,158.19219970703125,520.7631092071533,149.67516803741455,573.4005116224289,105.21083688735962
labeled-data\20180906_Trial2\img13326.png,612.687339649165,166.2510289774999,577.8672684308592,146.14366390777406,576.3959978160012,185.3775469706538,512.1216163635254,159.04306173324585
labeled-data\20180906_Trial2\img16247.png,591.5394167108075,147.9513384037745,565.220604797388,122.11991189615912,568.1449172322124,167.93414004174116,496.98664798481894,168.42152544754524
labeled-data\20180906_Trial2\img17726.png,423.40672815064625,98.18229683420421,402.8579010775928,75.89835448790723,394.3027317203938,107.55248110954352,322.2960133308181,81.2821440923097
labeled-data\20180906_Trial2\img17727.png,428.13745831108247,99.62680654747605,410.10865088348106,78.58021678299696,403.1848810192521,108.24678779374473,335.13239749607817,75.58159570262129
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial2\img00058.png,599.5664431261139,150.7056797785153,,,,,526.4751232740684,105.88836842890719
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial2\img01677.png,,,,,,,419.11851419823864,88.77494142305355
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial2\img01795.png,590.4861278311396,82.38119558875837,,,,,509.8742459385746,119.46266125933829
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial2\img02547.png,602.4499375259377,143.41814569221842,,,,,518.7035366358872,141.9489105888842
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial2\img03008.png,223.41020093332122,149.13819316721163,,,244.84767675924326,125.69988626420356,312.10642902881534,152.78223910826512
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial2\img06453.png,,,559.1203931065694,193.60985734309932,529.5462071369644,191.14534184563223,541.8687846242998,123.37116566528744
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial2\img08210.png,570.0644510850232,85.60567086446099,,,,,538.9003177531408,159.6829588597298
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial2\img08627.png,,,,,,,583.0461502166853,120.74665128899633
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial2\img11298.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial2\img11433.png,599.7542383850711,170.56943943629545,,,,,518.3960123720766,171.82496761550834
