scorer,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000
bodyparts,Snout,Snout,Snout,LeftEar,LeftEar,LeftEar,RightEar,RightEar,RightEar,TailBase,TailBase,TailBase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\20180910_Trial7\img10737.png,521.7825067043304,145.7954239845276,9.061598689186212e-07,546.0727936029434,166.9589970111847,0.9999597072601318,535.5984120368958,144.03800535202026,1.0,587.376043856144,168.18701124191284,2.004297675739508e-05
labeled-data\20180910_Trial7\img10740.png,1.533344030380249,1.1438839435577393,9.86410555015027e-07,546.6947239637375,167.32242584228516,0.9497819542884827,536.4068989753723,145.7741813659668,1.0,586.8062845468521,167.82049179077148,0.0001612869236851111
labeled-data\20180910_Trial7\img10741.png,1.5348448753356934,1.1439447402954102,9.9352337201708e-07,546.7678180932999,166.85423851013184,0.9850056767463684,535.8219289779663,145.73842906951904,1.0,586.9180837869644,167.7639193534851,0.00015759156667627394
labeled-data\20180910_Trial7\img10742.png,1.569880723953247,1.1624271869659424,9.998233281294233e-07,546.7646337747574,166.89478707313538,0.9870985150337219,535.9382438659668,145.35917901992798,1.0,586.8281038999557,167.81342697143555,0.00016735550889279693
labeled-data\20180910_Trial7\img11109.png,521.8729708194733,146.44863367080688,1.6999156287056394e-06,541.7040034532547,166.7543203830719,0.4737507700920105,536.3538370132446,143.3548300266266,1.0,583.7718064785004,148.73273235559464,0.9999392032623291
labeled-data\20180910_Trial7\img14226.png,554.8109356164932,159.53714299201965,1.0156282996831578e-06,7.8078320026397705,-0.3285818099975586,2.1205007669777842e-06,1.4836006164550781,5.574031352996826,2.918462996603921e-06,11.934189796447754,-6.778082847595215,5.5120613069448154e-06
labeled-data\20180910_Trial7\img10734.png,538.3238636255264,155.95586766302586,1.431516466254834e-06,546.0108608007431,166.90369081497192,0.9999821186065674,536.2921147346497,142.7041347026825,1.0,587.2753149867058,168.63730096817017,4.911710129817948e-05
labeled-data\20180910_Trial7\img14225.png,554.7334678173065,159.562180519104,1.0066008826470352e-06,7.823304176330566,-0.33052635192871094,2.120227691193577e-06,1.489882469177246,5.565476894378662,2.9089376312185777e-06,11.93756103515625,-6.751216888427734,5.567104381043464e-06
labeled-data\20180910_Trial7\img10747.png,521.3386619091034,159.15190887451172,1.310039351665182e-06,545.9738607406616,166.34894514083862,0.9991279244422913,533.5696073770523,145.7480239868164,1.0,586.9039293527603,167.1816463470459,2.8327041945885867e-05
labeled-data\20180910_Trial7\img10745.png,1.6333692073822021,1.3244726657867432,1.0497561788724852e-06,546.9464392662048,166.25823092460632,0.9909452199935913,534.9956045150757,145.20515537261963,1.0,586.965264081955,167.6949954032898,8.248111407738179e-05
labeled-data\20180910_Trial7\img10720.png,521.2170314788818,159.98784685134888,1.5905167174423696e-06,546.2990410327911,164.32408344745636,0.9945790767669678,532.8965874314308,145.66975116729736,1.0,586.8008478879929,168.32909607887268,4.205627556075342e-05
labeled-data\20180910_Trial7\img14236.png,554.3713830709457,159.712543964386,1.7715071862767218e-06,7.158418655395508,-0.269834041595459,2.14260330722027e-06,1.8858578205108643,6.339082717895508,2.2307588096737163e-06,11.754633903503418,-6.166823387145996,6.071752977732103e-06
labeled-data\20180910_Trial7\img02815.png,1.4005632400512695,1.4099786281585693,1.357490418740781e-06,459.7287919521332,107.46804493665695,0.0004627711605280638,2.101364850997925,6.307182550430298,4.373310275695985e-06,438.089928150177,112.00408840179443,0.9922921657562256
labeled-data\20180910_Trial7\img14228.png,554.6549538373947,159.794415473938,1.2918599168187939e-06,7.8887152671813965,-0.31977033615112305,2.1897787974012317e-06,1.443077802658081,5.512015700340271,2.9807988539687358e-06,11.944864273071289,-6.764616012573242,5.573792805080302e-06
