scorer,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000
bodyparts,Snout,Snout,Snout,LeftEar,LeftEar,LeftEar,RightEar,RightEar,RightEar,TailBase,TailBase,TailBase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\20180906_Trial12\img06063.png,220.14607261121273,98.8036618232727,1.0264865295539494e-06,250.3275204896927,125.86813044548035,0.00010402935004094616,232.00021982192993,95.70179176330566,0.9925339221954346,293.7446838617325,119.13649272918701,1.0
labeled-data\20180906_Trial12\img03899.png,238.20880889892578,99.89973102509975,1.0264875527354889e-06,187.35353291034698,116.18735766410828,2.046267945843283e-05,169.25027465820312,88.87573528289795,0.9999717473983765,231.59346723556519,100.20059394836426,1.0
labeled-data\20180906_Trial12\img03896.png,230.3625955581665,99.23442459106445,1.1460679161245935e-06,188.14931552112103,115.42214035987854,5.7461136748315766e-05,167.46500945091248,87.67197751998901,0.9998886585235596,231.4607696533203,99.01099967956543,1.0
labeled-data\20180906_Trial12\img17123.png,155.23923647403717,82.89321708679199,1.3091726032143924e-06,175.11422538757324,99.85956001281738,0.0001287211780436337,166.1656036376953,83.67630100250244,1.0,231.65845704078674,100.24675750732422,1.0
labeled-data\20180906_Trial12\img04859.png,388.6616571545601,110.91443824768066,1.8424395875626942e-06,398.1118874549866,119.20107865333557,2.1129108063178137e-06,397.7784662246704,124.49218809604645,3.122456064375001e-06,387.1855001449585,110.34620952606201,1.0
labeled-data\20180906_Trial12\img06405.png,242.97802579402924,117.45002555847168,1.0,232.1334285736084,149.7260183095932,0.26519352197647095,258.60145688056946,134.9766960144043,0.027403146028518677,267.3738797903061,182.8894124031067,9.084399152925471e-07
labeled-data\20180906_Trial12\img03893.png,226.33033847808838,97.13180828094482,9.930810165315052e-07,182.84432578086853,117.20833766460419,0.00011545315646799281,164.09081363677979,85.87055504322052,0.3115861117839813,226.61072826385498,97.64708375930786,1.0
labeled-data\20180906_Trial12\img05329.png,141.12384951114655,104.89930748939514,0.9998273253440857,185.26003241539001,126.27597045898438,8.03961756901117e-06,142.8009672164917,90.86577451229095,1.0913884125329787e-06,206.8944878578186,144.16372871398926,1.5040067182781058e-06
labeled-data\20180906_Trial12\img07981.png,579.3543882369995,128.48513221740723,1.7878580820251955e-06,533.2782649993896,138.51863431930542,0.9998356103897095,520.0504403114319,110.41348791122437,0.9999998807907104,578.708016872406,128.86285495758057,1.0
labeled-data\20180906_Trial12\img02055.png,354.5606734752655,168.17260265350342,1.1096498155893642e-06,381.97500252723694,148.0899314880371,1.4406362424779218e-05,430.7960820198059,138.78658306598663,3.467391707090428e-06,421.6185579299927,163.11583471298218,1.0
