scorer,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000
bodyparts,Snout,Snout,Snout,LeftEar,LeftEar,LeftEar,RightEar,RightEar,RightEar,TailBase,TailBase,TailBase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\20180906_Trial8\img00675.png,309.2314977645874,148.77653646469116,4.691652293331572e-07,303.60306692123413,140.95969623327255,1.1404659971958608e-06,233.59071493148804,131.49774235486984,0.9999992847442627,310.74633383750916,148.69577884674072,1.0
labeled-data\20180906_Trial8\img14202.png,582.8474123477936,58.77070188522339,1.0,583.5765261650085,44.853124141693115,1.902763756334025e-06,571.4669104218483,78.34982943534851,1.15338013984001e-06,582.7997760772705,62.38289546966553,1.5587884263368323e-06
labeled-data\20180906_Trial8\img14204.png,582.7726435661316,58.88498544692993,1.0,583.6051359176636,44.86610507965088,1.5831454902581754e-06,571.5686776936054,78.21494221687317,1.117731358135643e-06,582.7628784179688,62.393075942993164,1.9185013115929905e-06
labeled-data\20180906_Trial8\img03135.png,498.15249586105347,127.49028873443604,9.004200478557323e-07,427.899394094944,151.61584067344666,0.9939345717430115,428.6463744044304,123.70325356721878,0.9999995231628418,495.1900084018707,125.24976539611816,1.0
labeled-data\20180906_Trial8\img05529.png,149.54358005523682,67.9209794998169,1.0949768238788238e-06,139.74465465545654,134.32129859924316,0.9995738863945007,123.6258926987648,119.61328434944153,0.48112502694129944,150.93618297576904,67.32189226150513,1.0
labeled-data\20180906_Trial8\img05415.png,150.02264976501465,67.84656524658203,1.277210003536311e-06,139.38280445337296,133.02485394477844,0.995003879070282,122.360684633255,121.6981430053711,0.13624611496925354,151.58297657966614,67.15711736679077,1.0
labeled-data\20180906_Trial8\img05679.png,164.55761659145355,73.81950855255127,4.1565417063793575e-07,139.3200255036354,114.32914972305298,1.3084746797176194e-06,155.5147039294243,77.73066985607147,5.723087497244705e-07,167.05237412452698,70.8311996459961,1.0
labeled-data\20180906_Trial8\img05678.png,164.16822655498981,73.41672229766846,6.042969289410394e-07,139.1497950553894,114.50826025009155,1.7302409105468541e-06,124.19087456166744,107.77098105847836,7.748602683932404e-07,166.32622265815735,70.74661254882812,1.0
labeled-data\20180906_Trial8\img05531.png,149.6115665435791,67.87557697296143,1.2556220099213533e-06,140.46830114722252,133.59481370449066,0.9365667104721069,124.83650356531143,119.17285561561584,0.02772383764386177,150.9532516002655,67.23468399047852,1.0
labeled-data\20180906_Trial8\img11393.png,274.6267976760864,149.65216255187988,1.2859106846008217e-06,285.18338215351105,159.4751169681549,3.954630301450379e-06,200.24096298217773,134.00699257850647,0.2104586511850357,276.0023541667033,149.93845653533936,1.0
