scorer,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST
bodyparts,Snout,Snout,LeftEar,LeftEar,RightEar,RightEar,TailBase,TailBase
coords,x,y,x,y,x,y,x,y
labeled-data\20180906_Trial8\img00675.png,206.51574363124828,151.6632295319947,227.84528076463556,167.73766331367784,233.59071493148804,131.49774235486984,310.92134708819,153.8698355781238
labeled-data\20180906_Trial8\img14202.png,585.7243429943553,67.6345858167748,,,,,,
labeled-data\20180906_Trial8\img14204.png,587.7216573214206,64.87330109665764,567.0115203540372,74.33348711879573,581.841001145497,92.4868170531688,534.0287096282045,106.03789432812337
labeled-data\20180906_Trial8\img03135.png,402.2162437144682,144.83335891889593,437.0980024117751,160.03822809464506,432.6259820659665,133.8023753992348,495.1900084018707,125.24976539611816
labeled-data\20180906_Trial8\img05529.png,107.68122816520548,145.17414874853972,139.74465465545654,134.32129859924316,123.6258926987648,119.61328434944153,150.93618297576904,67.32189226150513
labeled-data\20180906_Trial8\img05415.png,107.49140133743187,142.36808026653426,139.38280445337296,133.02485394477844,122.360684633255,121.6981430053711,151.58297657966614,67.15711736679077
labeled-data\20180906_Trial8\img05679.png,103.91719783162857,133.42072901777948,141.63010156853042,131.18352286389546,117.34043475493262,113.60547451194968,169.1157771733911,71.73775934640611
labeled-data\20180906_Trial8\img05678.png,103.16767464055063,132.69288281351993,133.20342883886104,133.94437257178285,121.94002101449463,117.36213327479899,167.306524751526,71.3698846586362
labeled-data\20180906_Trial8\img05531.png,108.14566166638596,142.60183443865043,140.46830114722252,133.59481370449066,124.83650356531143,119.17285561561584,152.63410404076512,68.58227083300235
labeled-data\20180906_Trial8\img11393.png,270.7084723528804,152.80935372199443,296.65915273638404,167.4361008472419,296.18732218395667,143.37274267344765,370.7365494674762,157.05582869384045
labeled-data\20180906_Trial8\img13235.png,177.21864758440898,141.4725235769655,161.9845802783966,125.21315145492554,149.04503536224365,151.3618004322052,120.0092882199625,109.81297519081551
labeled-data\20180906_Trial8\img13264.png,183.6827779849776,144.20663724961383,163.93586239218712,126.04977202415466,154.19848251342773,149.87472116947174,120.03173974214234,103.12278529287471
labeled-data\20180906_Trial8\img17690.png,193.0435448889971,155.80408882668007,173.99403445363401,136.32163497233145,167.0669397498656,165.76178746334716,115.54667289058813,135.0228047153749
labeled-data\20180906_Trial8\img13013.png,181.58818491757035,140.9811223722778,164.89823025465012,125.07236230373383,154.7634173631668,149.90970528125763,119.88658625763837,113.61347780537251
labeled-data\20180906_Trial8\img13052.png,178.89231892134177,150.37924397068602,168.16045782225908,130.3957784758424,155.8572484701872,149.87838459014893,124.23638434708118,107.035848736763
labeled-data\20180906_Trial8\img13102.png,182.17322102664275,147.2099995124796,166.12467002868652,124.63493674993515,154.37000465393066,150.14640617370605,120.96797056406864,106.53321814915398
labeled-data\20180906_Trial8\img13041.png,188.11741089682337,139.99452384595367,162.67045247881038,120.70408762584702,158.5661043468728,143.68843716469746,128.10261759413015,113.62671902282761
labeled-data\20180906_Trial8\img17687.png,193.02057182234597,152.7845002187487,175.57061880922282,126.11570410435291,176.55835199864487,158.38165495880708,116.63587184037287,137.31001358446966
labeled-data\20180906_Trial8\img13016.png,187.36950360779022,142.63920989768647,168.1530802228497,125.48168901827528,157.17280054092407,149.58635687828064,124.22982677155701,109.01046897404052
labeled-data\20180906_Trial8\img13043.png,180.1739258210079,145.83658763034862,162.03979659080505,124.60771858692169,151.0033643245697,152.34094047546387,122.0402080178265,110.31042675062662
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial8\img00603.png,477.62949318154864,95.8165092375192,485.8897466914828,118.87735682370699,500.4565449069037,91.87548696097556,550.7175994308075,144.18363837305816
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial8\img01253.png,99.8173960666123,110.6074331275214,,,,,178.2024279754807,135.0183444813554
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial8\img01513.png,602.7473149953073,207.11610473371377,586.6178874662563,178.75140646233717,572.2407541459932,196.07769533547486,534.0799905341773,137.8070295766854
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial8\img02384.png,,,,,,,364.23544598600733,142.5714007352069
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial8\img02779.png,,,534.7226871076366,86.93675200057001,532.4146523271262,112.3251345861853,467.21266977770506,108.28607372029197
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial8\img04557.png,,,,,,,533.3139844905598,78.20984810318953
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial8\img05371.png,,,137.45309850593463,134.99596533850362,111.9735012762159,121.27618221480891,152.8061891443549,67.70369573181053
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial8\img08684.png,499.57842315568917,117.44806354449103,,,,,582.0025124527389,124.23592972189512
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial8\img11537.png,141.35396727175748,79.34702428644769,,,,,150.87243066945516,174.88419394482062
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180906_Trial8\img14222.png,583.0529602696078,59.061875374214424,,,,,,
