scorer,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST
bodyparts,Snout,Snout,LeftEar,LeftEar,RightEar,RightEar,TailBase,TailBase
coords,x,y,x,y,x,y,x,y
labeled-data\20180910_Trial11\img10174.png,,,,,,,170.64534080972896,73.95850413260712
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial11\img02254.png,,,,,,,171.30434198980194,92.05462141586617
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial11\img03276.png,597.4724909284951,166.21755275702594,591.9130163853497,132.07720276414904,570.8579036707687,154.151111255242,545.3880092579691,87.25018859762176
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial11\img04557.png,,,,,,,163.15165597079576,133.8860954234938
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial11\img04915.png,,,,,,,178.39452260901436,112.31116749418018
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial11\img07011.png,114.87602466500653,89.90497123206444,,,,,179.36553017905845,105.48993506462699
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial11\img07721.png,,,,,,,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial11\img13792.png,,,577.5955009281669,101.07659921071344,552.8985975965938,108.5154255154041,523.1432923778312,72.21395314851364
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial11\img14100.png,,,548.0593500008852,125.10059278330877,533.1816973915038,106.6523035476759,523.0648936171244,65.58998234578338
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial11\img14397.png,615.9405547203928,175.0677971151096,601.1955072755733,143.38163132943373,,,549.7447034255649,128.00913505717511
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial11\img14518.png,586.186827463536,66.79623175619582,,,,,558.2247196082171,156.55138116761498
