scorer,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000,DeepCut_resnet101_LinearChamberNov19shuffle1_1030000
bodyparts,Snout,Snout,Snout,LeftEar,LeftEar,LeftEar,RightEar,RightEar,RightEar,TailBase,TailBase,TailBase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\20180910_Trial15\img12591.png,558.9434356689453,1.6118359565734863,9.321876746071212e-07,7.103765249252319,-0.3199467658996582,2.277193971167435e-06,2.412779927253723,5.700833201408386,3.3290866667812224e-06,135.4529037475586,122.43215119838715,0.9893345236778259
labeled-data\20180910_Trial15\img12592.png,558.8404581546783,1.611297607421875,9.93635239865398e-07,7.085150957107544,-0.2976565361022949,2.371595428485307e-06,2.3571903705596924,5.6793133020401,3.449903715591063e-06,134.54444432258606,121.90356922149658,0.004647955298423767
labeled-data\20180910_Trial15\img13509.png,124.7777048945427,156.27857837080956,1.811071456359059e-06,7.9458465576171875,-0.3688344955444336,2.9684022138098953e-06,1.4070539474487305,5.798558592796326,3.7595946196233854e-06,132.13063000142574,131.6245033144951,8.84312430571299e-06
labeled-data\20180910_Trial15\img13522.png,123.51900094747543,157.2165949344635,1.5269558844011044e-06,6.400362014770508,-0.9044981002807617,2.8966351237613708e-06,1.67108154296875,5.686864376068115,3.930810180463595e-06,178.25677037239075,177.71238684654236,2.4199112885980867e-05
labeled-data\20180910_Trial15\img13536.png,1.0814251899719238,1.5824925899505615,1.8297638462172472e-06,120.97233247756958,156.25600829720497,0.00012831567437388003,1.9032988548278809,5.65596342086792,5.662386683980003e-06,10.564610958099365,-4.83119010925293,1.1107351383543573e-05
labeled-data\20180910_Trial15\img13521.png,123.74853748083115,156.5465332865715,1.855263235484017e-06,6.349602699279785,-0.9506993293762207,2.916976882261224e-06,1.6852965354919434,5.707475662231445,3.916213699994842e-06,10.3433198928833,-5.653044700622559,6.385852884704946e-06
labeled-data\20180910_Trial15\img13548.png,575.3797216415405,1.753889799118042,1.652191940593184e-06,108.40180352330208,146.35382628440857,0.9932250380516052,110.90013980865479,118.56136083602905,1.0601272151689045e-05,10.883952140808105,-5.737642288208008,6.323095476545859e-06
labeled-data\20180910_Trial15\img13538.png,1.001481056213379,1.5532732009887695,1.836163278312597e-06,119.66600513458252,156.91276532411575,7.002251368248835e-05,139.6642710864544,156.76867896318436,0.0002358273632125929,10.572371006011963,-4.859081268310547,1.0898887921939604e-05
labeled-data\20180910_Trial15\img17180.png,574.5533044338226,1.8858451843261719,1.816428607526177e-06,6.820790767669678,0.05955004692077637,1.8450260768076987e-06,591.6687417030334,151.92830657958984,3.4077670534315985e-06,11.548374652862549,-6.356550216674805,6.647483132837806e-06
labeled-data\20180910_Trial15\img13070.png,2.866968035697937,1.8226428031921387,1.2097871149308048e-06,9.769129753112793,-0.4809598922729492,3.1945889986673137e-06,1.2364990711212158,6.178208112716675,4.384753538033692e-06,417.0255398750305,114.4438601732254,0.09549781680107117
labeled-data\20180910_Trial15\img17937.png,2.687124729156494,2.296180486679077,1.7513109469291521e-06,108.61346501111984,109.42535722255707,0.005248992703855038,124.62977337837219,113.1679859161377,0.09552586078643799,173.12685775756836,154.63729536533356,5.8524139603832737e-05
