scorer,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST
bodyparts,Snout,Snout,LeftEar,LeftEar,RightEar,RightEar,TailBase,TailBase
coords,x,y,x,y,x,y,x,y
labeled-data\20180910_Trial8\img09978.png,510.29102517778966,176.0909495452138,538.0768781900406,170.51880288124084,524.7847664963354,150.99532725274548,586.0022974014282,153.44576263427734
labeled-data\20180910_Trial8\img10000.png,513.9670314160423,158.91756893541077,536.8820281028748,170.18278872966766,532.9335826333962,142.70422676573725,586.1622908885508,158.91756893541077
labeled-data\20180910_Trial8\img10002.png,503.51340488853594,173.9913938557719,536.9923644065857,168.98649096488953,531.3563094735146,146.95611357688904,585.1494413292796,158.46904889872906
labeled-data\20180910_Trial8\img10004.png,511.5772645455206,164.78117018380908,538.7089828252792,167.46387910842896,534.3655920028687,145.58508491516113,584.3257012367249,152.79860281944275
labeled-data\20180910_Trial8\img07649.png,575.313012432285,160.77237290466576,583.0922861099243,133.6962569952011,556.0532572418451,136.11969757080078,554.0997610513739,78.61517323775388
labeled-data\20180910_Trial8\img17091.png,593.7295195455406,93.61639717554752,569.2379995451262,105.67376086805922,598.2510309302324,122.62942856065379,566.7525880468586,179.16550884145278
labeled-data\20180910_Trial8\img00863.png,160.11357654657897,130.6787406869783,149.61346459388733,98.68486309051514,131.46206045150757,120.77379894256592,,
labeled-data\20180910_Trial8\img00860.png,159.4217521469709,124.0790382445,151.68976378440857,101.36770641803741,133.12866294384003,121.01723194122314,123.96287566285444,53.99561178177569
labeled-data\20180910_Trial8\img03509.png,152.56882504311386,137.86398746617678,152.38688325881958,111.53898787498474,132.8496499657631,123.3288185596466,,
labeled-data\20180910_Trial8\img09967.png,505.9235953314594,177.72175029729658,535.438929613796,173.84599933092917,525.6004848530171,145.8213384971955,585.1627421379089,156.4623107612133
labeled-data\20180910_Trial8\img17238.png,163.85526953736513,128.8220319887899,155.6131016612053,104.77142572402954,138.15738582611084,122.9619951248169,117.1794859576926,69.93419247707743
labeled-data\20180910_Trial8\img17237.png,163.4384211250087,134.45260431888323,157.2342994143469,102.98884421481266,137.96069622039795,123.17158055305481,113.80544743971427,70.1956294584574
labeled-data\20180910_Trial8\img00861.png,154.50943753146026,125.8391508016428,150.780268907547,99.71008649468422,126.37791259890318,121.67534233388682,,
labeled-data\20180910_Trial8\img07643.png,574.8012113579177,168.81727887009095,581.980057477951,135.11369156837463,555.1774196028709,136.80250549316406,552.9549480850428,84.30673410396889
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial8\img00921.png,,,147.6042373151185,104.34135129931607,127.00192272343173,121.70615931230921,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial8\img02811.png,,,494.9841522906275,120.32202013606774,484.09435743502166,99.42538676449973,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial8\img03287.png,88.13638930106396,133.16864917237504,,,,,170.11970806711338,125.71562019364328
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial8\img05820.png,,,558.5132037608577,137.00222326142327,538.0467286060391,130.78918616085338,576.7868422919456,79.98847104442885
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial8\img05975.png,,,553.6589905203735,144.0786176265616,539.5596762014682,127.06220379339985,,
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial8\img09729.png,569.5270385390727,97.96615942132098,,,,,560.4343226995838,178.07370392248748
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial8\img10590.png,,,567.5091510618245,155.6004792353587,547.0556129962315,139.10569047278375,584.5745898256848,100.1158096051227
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial8\img13880.png,,,555.9775213355608,157.16076981849528,543.29270534991,138.30496227225763,574.3637514526265,104.95252251867657
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial8\img15444.png,,,545.9406040871492,161.6631873591277,534.0934646288526,144.78998873670542,585.1120023716351,111.93888561603222
C:\Users\user\Desktop\LinearChamber-KAIST-2018-11-19\labeled-data\20180910_Trial8\img16973.png,570.6018636309734,94.20427159966795,,,,,,
